"#name","Урыс-адыгэ школ псалъалъэ (Rus-Ady) (eastern)"
"#sourceLang","Russian"
"рыбный","<div style=""margin-left:1em""><i>-ая, -ое</i> бдзэжьей; <b>рыбная промышленность</b> бдзэжьей промышленность</div>"
"рыболов","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II бдзэжьеящэ</div>"
"рыболовный","<div style=""margin-left:1em""><i>-ая, -ое</i> бдзэжьеящэ; <b>рыболовные снасти</b> бдзэжьеящэ Iэмэпсымэхэр</div>"
"рыболовство","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> бдзэжьей къэубыдыным елэжь</div>"
"рыдать","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">несов.</font></i> пыхьэн</div>"
"рыжий","<div style=""margin-left:1em""><i>-ая, -ее</i> цыплъ; <b>рыжий мальчик</b> щIалэ цIыкIу цыплъ</div>"
"рынок","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II (<i class=""p""><font color=""green"">род.</font></i> рынка) бэзэр; <b>колхозный рынок</b> колхоз бэзэр</div>"
"рысак","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II (<i class=""p""><font color=""green"">род.</font></i> рысака) лъэхъуфI зиIэ шы лъэпкъ</div>"
"рысь","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> III (бег, аллюр) лъэхъу; <b>крупная рысь</b> лъэхъуфI</div>"
"рыть","<div style=""margin-left:1em"">I (рою, роешь), <i><i class=""p""><font color=""green"">несов.</font></i>, что</i> тIын; <b>рыть колодец</b> псынэ къэтIын</div>"
"рыться","<div style=""margin-left:1em"">I (роюсь, роешься), <i><i class=""p""><font color=""green"">несов.</font></i>, в чем</i> хэпщIэпщIыхьын, ипщIэпщIыхьын; <b>рыться в песке</b> пшахъуэм хэпщIэпщIыхьын</div>"
"рыхлый","<div style=""margin-left:1em""><i>-ая, -ое</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> щабэ; <b>рыхлая земля</b> щIы щабэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i class=""p""><font color=""green"">перен.</font></i> къарууншэ, щабэ, лалэ</div>"
"рычаг","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II рычаг</div>"
"рычать","<div style=""margin-left:1em"">II, <i class=""p""><font color=""green"">несов.</font></i> гъуэхъуэн, гурымын; <b>собака рычит</b> хьэр мэгурым</div>"
"рябина","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I (дерево) мыщэхупщей; (ягода) мыщэхупщ</div>"
"рябой","<div style=""margin-left:1em""><i>-ая, -ое</i> къуэлэн, фэрэкIнапэ; <b>рябой теленок</b> шкIэ къуэлэн</div>"
"рябчик","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II рябчик (бзу)</div>"
"с(о)","<div style=""margin-left:1em"">предлог</div>
<div style=""margin-left:1em""><font color=""sienna"">I</font></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> с <i class=""p""><font color=""green"">род.</font></i> (откуда? дэнэ?) перед различными превербами щIыпIэ къэзыгъэлъагъуэ префиксхэмкIэ къэIуэта мэхъу; <b>идти с работы</b> лэжьапIэм къикIыжын; <b>съехать с горы</b> бгым къежэхын; <b>убрать книгу со стола</b> тхылъыр стIолым техын; <b>ветер дует с моря</b> жьыр тенджызымкIэ къреху</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> (с кого? с чего?) передается послеложным аффиксом кIэ, послелогом деж или глагольными превербами: <b>начнем с вас</b> фи деж къыщыщIэддзэнщ; <b>перевести с русского языка</b> урысыбзэм къытещIыкIыу зэдзэкIын; <b>урожай с гектара</b> зы гектарым къытекIа гъавэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> (с какого времени? - сыт зэманым къыщыщIэдзауэ?), передается послелогами, превербами: <b>с утра до вечера</b> пщэдджыжьым къыщыщIэдзауэ пщыхьэщхьэ хъуху; <b>он работает с апреля</b> ар апрель лъандэрэ мэлажьэ; <b>с детства</b> сабиигъуэ лъандэрэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>4.</b></font> (почему? вследствие чего? сыт щхьэкIэ? сытым къыхэкIыу?) передается послелогами: <b>с горя</b> гуауэм къыхэкIыу; <b>устать с дороги</b> гъуэгуанэм иригъэшын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>5.</b></font> (по: средством кого-чего? хэткIэ? сыткIэ?): <b>кормить с ложечки</b> бжэмышх цIыкIукIэ гъэшхэн</div>
<div style=""margin-left:1em""><font color=""sienna"">II</font> с <i class=""p""><font color=""green"">вин.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> (сколько? дапщэ?); <b>прожить с год в деревне</b> илъэс хуэдизкIэ къуажэм щыпсэун; <b>отсюда до города с километр</b> мыбдеж къыщыщIэдзауэ къалэм нэс километр нэс дэлъщ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> (какой? сыт хуэдэ?) <b>величиной с дом</b> унэ хуэдиз зи инагъ; <b>ростом с тебя</b> лъагагъкIэ уэ пхуэдиз</div>
<div style=""margin-left:1em""><font color=""sienna"">III</font> <b>с <i class=""p""><font color=""green"">тв.</font></i></b></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> (с кем? с чем?) щIыгъуу, и гъусэу; : <b>работать с товарищами</b> ныбжьэгъухэм ящIыгъуу лэжьэн; <b>мать с сыном</b> анэмрэ къуэмрэ; <b>пить чай с сахаром</b> фошыгъу хэлъу шей ефэн; <b>книга с картинками</b> сурэт цIыкIу зэрыт тхылъ; <b>человек с глубокими знаниями</b> дIэныгъэ куу зиIэ цIыху</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> (когда? сыт щыгъуэ?) передается префиксом времени щ; <b>встать с восходом солнца</b> дыгъэр къыщыщIэкIым къэтэджын: <b>с наступлением весны жизнь изменилась</b> гъатхэр къыщихьэм ирихьэлIэу гъащIэм зихъуэжащ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> (как? дауэ?): <b>найти с трудом</b> гугъуехь хэлъу къэгъуэтын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>4.</b></font> (посредством кого-чего?): <b>передать книгу с товарищем</b> тхъылъыр ныбжьэгъум егъэхьыжын; <b>вернуться с последним автобусом</b> иужьрей автобусымкIэ къэгъэзэжын</div>
<div style=""margin-left:1em"">◊ <b>поздравить с праздником</b> махуэшхуэмкIэ ехъуэхъун; <b>с праздником!</b> махуэшхуэмкIэ!</div>"
"сабля","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I джатэ</div>"
"саврасый","<div style=""margin-left:1em""><i>-ая, -ое</i> шы къэбыфэ</div>"
"сад","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II жыг хадэ, сад; <b>фруктовый сад</b> пхъэщхьэмыщхьэ хадэ; <b>детский сад</b> сабий сад</div>"
"садовод","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II жыггъэкI</div>"
"садоводство","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> жыг хадэ гъэкIыныгъэ, зехьэныгъэ</div>"
"сажа","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I кIэгъуасэ</div>"
"сажать","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">несов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i>кого</i> игъэтIысхьэн, бгъэдэгъэтIысхьэн, гъэтIысын; <b>сажать гостей за стол</b> хьэщIэхэр стIолым бгъэдэгъэтIысхьэн</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i>что</i> хэсэн; <b>сажать деревья</b> жыг хэсэн</div>"
"саженец","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II нэгъуэщI щIыпIэ щыхасэн мурадкIэ питомиикым къыщыхатIыкIа жыгыщIэ, къэкIыгъэ</div>"
"салат","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II салат (хадэхэкI зэмылIэужьыгъуэу зэхэупщIэта шхыныгъуэ)</div>"
"сам","<div style=""margin-left:1em""><i class=""p""><font color=""green"">мест.</font></i> <i class=""p""><font color=""green"">определит.</font></i>, <i class=""p""><font color=""green"">м.</font></i> езы; он сам это сделал ар зыщIар езырш</div>"
"саман","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II ятIэ чырбыш</div>"
"самец","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II (<i class=""p""><font color=""green"">род.</font></i> самца) хъу</div>"
"самка","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I бзы (хьэкIэкхъуэкIэхэм схьэлIауэ жаIэ, псалъэм папщIэ), бажэбз (самка лисы), аслъэныбз (львица)</div>"
"самовольный","<div style=""margin-left:1em""><i>-ая, -ое</i> щхьэзыфIэфI; <b>самовольные дети</b> цIыкIу щхьэзыфIэфIхэр</div>"
"самодельный","<div style=""margin-left:1em""><i>-ая, -ое</i> IэрыщI: <b>самодельный пистолет</b> кIэрахъуэ IэрыщI</div>"
"самодержавие","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> самодержавие (къэрал псор зы цIыхум и тепщэм щыщIэт, цIыхум хуитыныгъэ щимыIэ)</div>"
"самодеятельность","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> III, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> обществеинэ лэжылгъэ гуэрым жэрдэм хэлъхьэныгъэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> профессиональнэ артистхэр хэмыту концерт тыныгъэ</div>"
"спектакль","<div style=""margin-left:1em"">къэгъэлъэгъуэныгъэ; <b>рабочая самодеятельность</b> рабочэ самодеятельность</div>"
"самокритика","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> уи ныкъусаныгъэр къыщIэгъэщыжын</div>"
"самолёт","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II кхъухьлъатэ, самолет; <b>военный самолет</b> военнэ кхъухьлъатэ</div>"
"самолюбивый","<div style=""margin-left:1em""><i>-ая, -ое</i> щхьэхуэфI; <b>самолюбивый человек</b> цIыху щхьэхуэфI</div>"
"самолюбие","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> фIыуэ зылъагъужыныгъэ</div>"
"самообладание","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> зыпIыгъыжыфу шытыныгъэ, тэмакъкIыхьыгъэ, щэныфIагъэ; <b>проявить самообладание</b> щэныфIагъэ къэгъэлъэгъуэн</div>"
"самообслуживание","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> уи щхьэ хуэщIэжыныгъэ, зыкIэлъыплъыжыныгъэ</div>"
"самоотверженность","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> III, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> псэемыблэжыныгъэ</div>"
"самоотверженный","<div style=""margin-left:1em""><i>-ая, -ое</i> псэемыблэж; <b>самоотверженный труд</b> псэемыблэж лэжьыгъэ</div>"
"самородок","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II (<i class=""p""><font color=""green"">род.</font></i> самородка)</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> щымыщ хэмылъу къабзэу щIым къыщIах хъугъуэфIыгъуэ кIанэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i class=""p""><font color=""green"">перен.</font></i> щIэныгъэ куурэ хьилмышхуэрэ къызыдалъхуа цIыху</div>"
"самостоятельно","<div style=""margin-left:1em""><i class=""p""><font color=""green"">нареч.</font></i> езыр-езыру, щхьэхуиту; <b>он живет самостоятельно</b> ар езыр-езыру мэпсэу; <b>он самостоятельно сделал большую работу</b> абы езырI-езыру Iуэхушхуэ зэфIигъэкIащ</div>"
"самоуверенный","<div style=""margin-left:1em""><i>-ая, -ое</i> зигурэ зи щхьэрэ зэтелъ; <b>самоуверенный человек</b> зигурэ зи щхьэрэ зэтелъ цIыху</div>"
"самоуправление","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II езыхэр зэры хуей хабзэм тету къэралкIуэцI Iуэхухэр зехьэнымкIэ лъэпкъхэм яIэ хуитыныгъэ</div>"
"самоучка","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I езыр-езыру еджэжа, зызыгъэсэжа; <b>художник-самоучка</b> езыр-езыру зызыгъэсэжа (еджэжа) художник</div>"
"самоцвет","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II мывэ цIу дахэ; <b>уральские самоцветы</b> урал щыIэ мывэ цIу дахэ</div>"
"самоходный","<div style=""margin-left:1em""><i>-ая, -ое</i> езырызекIуэ; <b>самоходный комбайн</b> езырызекIуэ ком байн</div>"
"самочувствие","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> щытыкIэ; <b>сегодня у больного самочувствие хорошее</b> иобэ сымаджэм и щытыкIэр фIыщ</div>"
"сани","<div style=""margin-left:1em""><i><i class=""p""><font color=""green"">тк.</font></i> <i class=""p""><font color=""green"">мн.</font></i></i> Iэжьэ; <b>катать на санях</b> IэжьэкIэ къешэкIын</div>"
"сапоги","<div style=""margin-left:1em""><i class=""p""><font color=""green"">мн.</font></i>, <i class=""p""><font color=""green"">род.</font></i> сапог (<i class=""p""><font color=""green"">ед.</font></i> сапог, <i class=""p""><font color=""green"">м.</font></i> II) шырыкъу; <b>резиновые сапоги</b> хьэфэ шырыкъу</div>"
"сапожник","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II шырыкъущIэ</div>"
"саранча","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I мацIэ</div>"
"сахар","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> фошыгъу, <b>кусковой сахар</b> фошыгъу кIанэ; <b>сахар-песок</b> фошыгъу щащэ</div>"
"сахарница","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I фошыгъулъэ</div>"
"сахарный","<div style=""margin-left:1em""><i>-ая, -ое</i> фошыгъу; <b>сахарная свекла</b> фошыгъу жэгундэ; <b>сахарный завод</b> фошыгъу завод</div>"
"сбавить","<div style=""margin-left:1em"">II (сбавлю, сбавишь), <i><i class=""p""><font color=""green"">сов.</font></i>, что, чего и без доп.</i> кIэрыгъэхун, хэгъэщIын; <b>сбавить рубль</b> зы сом кIэрыгъэхун; <b>сбавить в весе</b> хьэлъагъым хэгъэщIын</div>"
"сбегать","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">сов.</font></i> (<i class=""p""><font color=""green"">разг.</font></i>) кIуэн, жэн; <b>сбегать за хлебом в магазин</b> щIакхъуэ щхьэкIэ тыкуэным кIуэн</div>"
"сбежать","<div style=""margin-left:1em""><i class=""p""><font color=""green"">разноспряг.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> къежэхын; <b>сбежать с горы</b> бгым къежэхын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> щIэпхъуэжын; <b>вор сбежал</b> дыгъур щIэпхъуэжащ</div>"
"сберегательный","<div style=""margin-left:1em""><i>-ая, -ое</i> хъумапIэ, сберегательнэ; <b>сберегательная касса</b> ахъшэ щахъумэ кассэ</div>"
"сберечь","<div style=""margin-left:1em"">II (сберегу, сбережешь), <i><i class=""p""><font color=""green"">сов.</font></i>, кого что</i> хъумэн; <b>сберечь деньги</b> ахъшэхэр хъумэн</div>"
"сбивчивый","<div style=""margin-left:1em""><i>-ая, -ое</i> зэхэзэрыхьа, зэкIэлъымыкIуэ; <b>сбивчивый ответ</b> зэхэзэрыхьа жэуап</div>"
"сбить","<div style=""margin-left:1em"">I (собью, собьешь), <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i>кого что</i> иудын, къыпыудын, щхьэрыудын; <b>сбить шапку</b> пыIэр щхьэрыудын; <b>сбить палкой грушу</b> кхъужьыр башкIэ къыпыудын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i>что</i> щIэудын, щIэлэжьыкIын, щIэлъыкIын; <b>сбить подошву</b> вакъэлъэгур щIэлэжьыкIын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> къеудыхын; <b>сбить ракету противника</b> бийм и ракетэр къеудыхын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>4.</b></font> кIэрыгъэхун; <b>сбить цену на товары</b> хьэпшыпхэм я уасэм кIэрыгъэхун</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>5.</b></font> щIэхун; <b>сбить масло</b> тхъу щIэхун</div>
<div style=""margin-left:1em"">◊ <b>сбить с верного пути</b> гъуэгу пэжым тешын</div>"
"сбиться","<div style=""margin-left:1em"">I (собьешь, собьешься) <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i class=""p""><font color=""green"">тк.</font></i> <i>3</i> <i class=""p""><font color=""green"">л.</font></i> екIуэтэкIын; икIын, къехуэхын; <b>повязка сбилась</b> уIэгъэпхыр екIуэтэкIащ; <b>платок сбился в сторону</b> IэлъэщIыр екIуэтэкIащ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i><i class=""p""><font color=""green"">тк.</font></i> 3 <i class=""p""><font color=""green"">л.</font></i> подошвы сбились</i> вакъэлъэгухэр щIэлэжьыкIащ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> гъуэщэн; <b>турист сбился с дороги</b> туристыр гъуэгум тегъуэщыкIащ; <b>сбиться в кучу</b> зэхэлъэдэжын</div>"
"сближение","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II зэпэгъунэгъу хъуныгъэ</div>"
"сблизить","<div style=""margin-left:1em"">II (сближу, сблизишь), <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i> зэшэлIэн, зэпэгъунэгъу щIын; <b>сблизить проходы</b> дэкIыпIэхэр зэгъунэгъу щIын</div>"
"сблизиться","<div style=""margin-left:1em"">II (сближусь, сблизишься), <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> зэкIуэтэлIэн; <b>команды сблизились</b> командэхэр зэкIуэтэлIащ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> цIыхугъэ, ныбжьэгъу зэхуэхъун; <b>гости сблизились быстро</b> хьэщIэхэр псынщIэу цIыхутъэ зэхуэхъуащ</div>"
"сбоку","<div style=""margin-left:1em""><i class=""p""><font color=""green"">нареч.</font></i> ибгъукIэ; <b>встать сбоку</b> ибгъумкIэ увын</div>"
"сбор","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> зэщIэкъуэныгъэ, зэхуэхьэсыныгъэ; гъавэр къехьэлIэзкыныгъэ; <b>сбор винограда</b> жызумыр къехьэлIэжыныгъэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> зэхуэхьэсыныгъэ; <b>сбор макулатуры</b> макулатурэ зэхуэхьэсыныгъэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> <i class=""p""><font color=""green"">мн.</font></i> сборы зыхуэгъэхьэзырыныгъэ; <b>сборы в дорогу</b> ежьэным зыхуэгъэхьэзырыныгъэ</div>
<div style=""margin-left:1em"">◊ <b>пионерский сбор</b> пионерхэм я сбор</div>"
"сборка","<div style=""margin-left:1em""><font color=""sienna"">I</font> <i class=""p""><font color=""green"">ж.</font></i> I, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> зэпкърылъхьэныгъэ; <b>сборка велосипеда</b> лъакъуэрыгъажэр зэпкърылъхьэныгъэ</div>
<div style=""margin-left:1em""><font color=""sienna"">II</font> <i class=""p""><font color=""green"">ж.</font></i> I зэтедза, <b>платье со сборками</b> бостей зэтедза</div>"
"сбросить","<div style=""margin-left:1em"">II (сброшу, сбросишь), <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> къедзыхын; <b>сбросить с крыши черепицу</b> унащхьэм кхъуэщын къедзыхын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> зыщыдзын; <b>сбросить с себя шубу</b> джэдыгур зыщыдзын</div>"
"сбруя","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I, <i class=""p""><font color=""green"">собир.</font></i> Iэпслъэпс</div>"
"сбыться","<div style=""margin-left:1em"">I (сбудется), <i class=""p""><font color=""green"">сов.</font></i>, <i class=""p""><font color=""green"">тк.</font></i> <i>3</i> <i class=""p""><font color=""green"">л.</font></i> зыщыгугъыр къехъулIэн; <b>моя мечта сбылась</b> си (мурадыр) гугъэр къызэхъулIащ</div>"
"свадьба","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I нысашэ, хьэгъуэлIыгъуэ; <b>большая свадьба</b> фызышэшхуэ</div>"
"свалить","<div style=""margin-left:1em"">II (свалю, свалишь), <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i>кого-что</i> къэгъэуэн, гъэукIуриин; <b>ветер свалил дерево</b> жьым жыгыр къигъэуащ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i>что</i> щитхъун, щидзын; <b>свалить камни в кучу</b> мывэхэр самэу идзын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> <i>что</i> къидзын; <b>свалить дрова с машины</b> пхъэр машинэм къидзын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>4.</b></font> <i class=""p""><font color=""green"">перен.</font></i> телъхьэн; <b>свалить вину на товарища</b> къуаншагъэр ныбжьэгъум телъхьэн</div>"
"свалиться","<div style=""margin-left:1em"">II (свалюсь, свалишься), <i class=""p""><font color=""green"">сов.</font></i> къехуэхын; <b>свалиться с дерева</b> жыгым къехуэхын</div>"
"сварить","<div style=""margin-left:1em"">II (сварю, сваришь), <i><i class=""p""><font color=""green"">сов.</font></i>, что</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> гъэвэн; <b>сварить мясо</b> лыр гъэвэн</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> (<i class=""p""><font color=""green"">тех.</font></i>) зэпыгъэжьэн; <b>сварить рельсы</b> рельсхэр зэпыгъэжьэн</div>"
"свариться","<div style=""margin-left:1em"">II, <i class=""p""><font color=""green"">сов.</font></i>, <i class=""p""><font color=""green"">тк.</font></i> 3 <i class=""p""><font color=""green"">л.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> вэн; <b>суп сварился</b> хьэнтхъупсыр ващ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> (<i class=""p""><font color=""green"">тех.</font></i>) зэпыгъэжьэн, зэхэжьэн</div>"
"сварка","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I (<i class=""p""><font color=""green"">тех.</font></i>) зэпыгъэжьэныгъэ; <b>газовая сварка</b> газкIэ зэпыгъэжьэныгъэ</div>"
"свежесть","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> III щIыIэтыIэ, къабзагъэ; <b>свежесть лица</b> напэм и къабзагъэ</div>"
"свежий","<div style=""margin-left:1em""><i>-ая, -ее</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> щIэ, <b>свежая рыба</b> бдзэжьей къаубыдагъащIэ; <b>свежий хлеб</b> щIакхъуэ хуабэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> къабзэ; <b>свежий воздух</b> хьэуа къабзэ; <b>свежая рубашка</b> джанэ къабзэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> щIэ; <b>свежие новости</b> хъыбарыщIэхэр <b>по свежим следам</b> икIэщIыпIэкIэ</div>"
"свезти","<div style=""margin-left:1em"">I (свезу, свезешь), <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> шэн, ешэлIэн, нэгъэсын; <b>свезти товары в магазин</b> хьэпшыпыр тыкуэным ешэлIэн</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> ешэхын; <b>свезти с горы</b> бгым ешэхын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> дэшын; <b>свезти мусор со двора</b> куэншыбыр пщIантIэм дэшын</div>"
"свёкла","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> жэгундэ; <b>сахарная свекла</b> фошыгъу жэгундэ</div>"
"свёкор","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II (<i class=""p""><font color=""green"">род.</font></i> свекра) тхьэмадэ</div>"
"свекровь","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> III гуащэ</div>"
"свергнуть","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i> тедзын; <b>свергнуть власть</b> властыр тедзый</div>"
"сверкать","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">несов.</font></i>, <i class=""p""><font color=""green"">тк.</font></i> <i>3</i> <i class=""p""><font color=""green"">л.</font></i> лыдын, хъуэпскIын; <b>сверкает молния</b> уафэр мэхъуэпскI</div>"
"сверло","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II бру</div>"
"свернуть","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i>что</i> еIуэнтIэкIын, лъэныкъуэкIэ IуэнтIэн; <b>свернуть налево</b> сэмэгумкIэ IуэнтIэн</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> щыхьын; <b>свернуть одеяло</b> щащыхур зэкIуэцIышыхьын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> зэхуэщIын, гъэкIэщхъэн; <b>свернуть производство</b> лэжьыгъэр гъэмэщIэн (гъэкIэщхъэн)</div>"
