w_bigram,freq
дуней тетыкIэкIэ,4
зэхьэзэхуэм хэтыну,4
теухуауэ къэпсэлъащ,4
гъащIэм нэхъ,4
КъБКъУ-м декоративно-прикладной,4
псом хуэмыдэжу,4
Пасэрей Алыджым,4
хабзэм ипкъ,4
зэхуэдэу фIыуэ,4
къызэрыдгурыIуэ хъунур,4
псэр зыта,4
ныбжьыщIэхэм папщIэ,4
жэуап зэхэгъэщхьэхукIа,4
2-нэ гвардейскэ,4
къэрал псоми,4
сабий школ,4
нэмыцэ-фашист зэрыпхъуакIуэхэм,4
школ нэхъыщхьэр,4
зыхуей хуагъэзэнущ,4
бжыгъэм хэхъуэ,4
Гъубж БетIал,4
Тхылъ Плъыжьым,4
ЩэнхабзэмкIэ унэр,4
цIыхубэ депутатхэм,4
муниципальнэ районхэмрэ,4
зегъэужьынымкIэ фондым,4
лэжьыгъэфIым папщIэ,4
округым щыIэм,4
Бгъэжьнокъуэ Барэсбий,4
КъБР-м Лъэпкъ,4
хьэрычэтыщIэ IэнатIэм,4
щIыналъэм щыпсэухэм,4
пщIэ лъагэ,4
Щхьэлыкъуэ къуажэм,4
цIыху псори,4
къыдэкIуэтей щIэблэр,4
зыгъэзащIэу хэкIуэда,4
пащтыхь унагъуэм,4
къыбгъэдэкI фIыщIэ,4
зыпэрыт IэнатIэм,4
зэпыу имыIэу,4
мыхьэнэ иIэу,4
Iуэхум хыхьэу,4
Iэпщацэ Марат,4
етIуанэ ныбжьыщIэ,4
адыгэ щIалэщIэр,4
хуабжьу ягу,4
ахърэтыр нэху,4
БакIуу Хъанджэрий,4
бзэ щIэныгъэлI,4
абы къыхэкIкIэ,4
зэманым псэуа,4
япэ иригъэщащ,4
ипэкIэ илъэс,4
нэхърэ нэхъыфIщ,4
псы Iуфэ,4
хуэдэ IэнатIэ,4
гъуащхьэхъумэныкъуэ Мырзэ,4
Сурэт щIыным,4
егъуэт официальнэу,4
Куэцэ Пщымахуэ,4
мыхьэнэшхуэ зиIэщ,4
узыфэ шынагъуэр,4
Чермоев Абдулмэжид,4
пщIэ зыхуащI,4
унафэ щIэт,4
Мамты Хьэсэн,4
текIуэныгъэ инхэм,4
щыта Мэзкуу,4
цIыху хэтыкIэ,4
Процент бжыгъэкIэ,4
щекIуэкI лэжьыгъэм,4
Къанокъуэ Мэхъэшокъуэ,4
щыхуейм деж,4
арий расэм,4
тэтэр къыщIэщынущ,4
доктор диссертацэр,4
лъагэу дэлъеинымкIэ,4
Законым къару,4
футбол командэм,4
псом къыщацIыху,4
КъБР-м Граждан,4
къэрал органхэм,4
гъэм абыхэм,4
2001 гъэ,4
Лъэпкъ IуэхухэмкIэ,4
халъхьэ зэхъуэкIыныгъэхэр,4
Iыхьэ щанэр,4
къуэш нэхъыжь,4
кIэм нэсу,4
ДыщэкI Хьэзрэт,4
къуажэ щIыналъэхэм,4
иужьрей илъэс,4
къэралым щынэхъ,4
Шэшэн республикэм,4
шыгъажэ сытхэр,4
IуэхухэмкIэ министерствэм,4
Адыгэ хабзэ,4
пасэрей адыгэхэм,4
хъуа псалъэхэр,4
щIыпIэм щыпсэу,4
1990 гъэхэм,4
къыфIащауэ щытащ,4
пасэрей алыдж,4
псы хущхъуэ,4
Егъэджэныгъэ IэнатIэм,4
къалэм къыщалъхуащ,4
Iуэхугъуэхэм ящыщщ,4
зытелъ стадионхэм,4
Къэбэрдей-Балъкъэр щIэныгъэ,4
жиIащ пщым,4
нэхъ пыухыкIауэ,4
Курп Ищхъэрэ,4
НэгъуэщI къэралхэм,4
япыщIа IуэхухэмкIэ,4
Бейтыгъуэн Сэфарбий,4
Решетников Максим,4
Шэрэдж щIыналъэм,4
Уае Дадэм,4
зэныбжьэгъугъэ зэIущIэр,4
Дунейм теткъым,4
ирагъэкIуэкIа къэпщытэныгъэхэм,4
щIыхь тхылъхэмрэ,4
Абы къегъэлъагъуэ,4
щIэныгъэ нэхъыщхьэмкIэ,4
экономикэмрэ щэнхабзэмрэ,4
Урыс дзэпщхэм,4
зауэм щыгъуэ,4
УФ-м ЕгъэджэныгъэмкIэ,4
еджэ хъуащ,4
къуэдзэ Хъубий,4
япэ секретарь,4
гъэзэщIакIуэ властым,4
лъэпкъ тхыдэр,4
шэрджэс усакIуэ,4
Сыт хуэдизу,4
дэнэ щIыпIэ,4
къэкIуэжа нэужь,4
ТIымыжь Хьэсэн,4
щIэныгъэ центр,4
Iуэхум жыджэру,4
зауэшхуэм ТекIуэныгъэ,4
ЗэщIэузэда Къарухэм,4
Шумахуэ Заур,4
ехъулIэныгъэхэр иIэу,4
адыгэ ныпыр,4
Къущхьэ КIыщыкъуэ,4
щIэныгъэ гуэдзэн,4
Гъуэгу махуэ,4
Iуэху зыIутым,4
Ауэ апхуэдэ,4
Адыгэ литературэм,4
апхуэдэ унафэ,4
къыщалъхуа махуэр,4
лъэхъэнэм абы,4
къэзыгъэлъагъуэ псалъэхэр,4
щIыпIэ жыжьэ,4
мынэхъ мащIэ,4
жэщ-махуэм къриубыдэу,4
император Александр,4
тхылъ тедзапIэр,4
Дадэ жиIащ,4
адрей лъэпкъхэми,4
унафэм къару,4
тхылъ тедзапIэхэм,4
19-нэ лIэщIыгъуэм,4
1856 гъэм,4
Iэхъуэбэч Андзор,4
пхъэ гъур,4
адыгэхэм ящыщу,4
нэхъыфIу къалъытащ,4
пщыхьэщхьэм Дадэ,4
дамыгъэ лъапIэ,4
Тхыдэм къызэрыхэщыжымкIэ,4
зауэ хуэIухуэщIэхэм,4
щIалэгъуалэ политикэм,4
федеральнэ инспектор,4
мэлыхъуэхэм ящыщ,4
щIэ куэд,4
ЩIалэгъуалэмрэ студентхэмрэ,4
дунейм щекIуэкI,4
езы Мухьэмэд,4
гъуэгуанэ тхыгъэм,4
Адыгэ ныпым,4
пресс-IуэхущIапIэм къызэритамкIэ,4
орган нэхъыщхьэм,4
доллар мин,4
Тхьэкъуахъуэ Iэуес,4
мини 5-м,4
Сталинград деж,4
Тэтэрстан Республикэм,4
физико-математикэ щIэныгъэхэм,4
Мэкъумэш IуэхухэмкIэ,4
Iэмал зимыIэр,4
Израилым щыпсэу,4
щыпсэу лъэпкъхэр,4
ящыщ гуэрхэр,4
фIыщIэм папщIэ,4
лэжьыгъэм хэтащ,4
Кавказ щIыналъэм,4
Республикэм къэрал,4
Нептун щIыIэ,4
теленэтынхэр езыгъэкIуэкI,4
япэ гупым,4
Къуиикъуэ Налбий,4
ПэIущIэ Азием,4
иджы абы,4
спорт зэгухьэныгъэм,4
Париж дэт,4
щIэныгъэ куурэ,4
уэздыгъей жыг,4
федеральнэ проектым,4
спортым щIыхь,4
лэжьыгъэ псори,4
сыхьэт 17-рэ,4
17-рэ дакъикъэ,4
унагъуэ хуэмыщIахэм,4
зэрыхъуам къыхэкIыу,4
1834 гъэм,4
Гюго Виктор,4
нэгу щIэкIахэм,4
Алий-бек Щэджащэр,4
гугъу тщIыр,4
промышленностымрэ сатумрэ,4
бадзэуэгъуэ мазэм,4
мэкъуауэгъуэ мазэм,4
Аль-Фахьури Хъаннэ,4
имыIэжу къэлъытэным,4
чристэн диныр,4
хуейуэ къызолъытэ,4
Дей къуажэм,4
дохутыр IэщIагъэр,4
пенсэ кIуэгъуэм,4
Щэукъий Ахьмэд,4
нэхъ бгъуэ,4
гъэм Мэзкуу,4
мини 100,4
КъБР-м мэкъумэш,4
дунейм къыщытехьар,4
тхьэмадэ ХьэфIыцIэ,4
гъэм итхыгъащ,4
жиIащ Мартин,4
къыкIэлъыкIуэ гъэм,4
хэку цIыкIум,4
ижьырабгъу лъэныкъуэмкIэ,4
судыщIэ къулыкъум,4
зэзыгъэкIуж судыщIэ,4
лъэпкъыр кърагъэлъагъуэ,4
къэхутэныгъэхэмкIэ институтым,4
нэужь илъэсхэм,4
этимологие зэрамыIэр,4
наIуэ къещI,4
Тэрч район,4
зэтет унэхэм,4
зеиншэхэмрэ адэ-анэ,4
зэзыгъэкIуж судыщIэхэм,4
дыщэ медалкIэ,4
пщащэ цIыкIум,4
Иоганн Вольфганг,4
Гёте Иоганн,4
Советская молодежь,4
пэжу жыпIэмэ,4
пIалъэ кIэщIкIэ,4
Къэбэрдей-Балъкъэрым гуманитар,4
жиIэу ятхмэ,4
Къуныжь МуIэед,4
жьы хъуахэр,4
хъуа унэхэм,4
Хьэту къэралыгъуэр,4
гуп-гупу гуэшащ,4
уадыгэну сыт,4
бжыгъэр процент,4
Iыхьэм къыщыгъэлъэгъуащ,4
Мысост Екатеринэ,4
ипэ ита,4
сыт щыIэ,4
Апхуэдэ хъыбар,4
гулъытэ нэхъ,4
абы шэч,4
Налшык щыIэ,4
Ажэжьбэкъу бгыжь,4
адыгэ газетым,4
гъащIэ псом,4
Хьэшыр Чылар,4
ЛIыхужь Ауни,4
Азием щыпсэуа,4
шэч къызытумыхьэн,4
щIыналъэ центрым,4
узыфэ зэрыцIалэ,4
фIыуэ къыгурыIуэрт,4
Горный родник,4
жылагъуэ хабзэр,4
къэрал бюджетым,4
дадэрэ нанэрэ,4
зэдайуэ зэрыщытыр,4
Хьэсанэ Ислъам,4
кърикIуахэм япкъ,4
деж абы,4
командэ нэхъыфIхэм,4
бзэ бын,4
Мис абдеж,4
егъэджэныгъэ IэнатIэр,4
кIыхьагъщ сыхьэт,4
ебгъэрыкIуэныгъэм хэту,4
хэхъуэхэр сом,4
зэдай комиссэм,4
Утыку Плъыжьым,4
Ашу Мурад,4
псалъэ дахэ,4
ХъутIэ Анзор,4
зэрыхуейм теухуауэ,4
щхьэкIэ къэмынэу,4
Аушыджэр къуажэм,4
Язданишариати Хьэсэн,4
КIэщт Мухьэз,4
мыхьэнэ зиIэу,4
Джэданэ Алим,4
Къэрал ныпым,4
Джэданэ Залым,4
Дзэм къулыкъу,4
хэт ищIэрэ,4
егъэджакIуэ IэщIагъэм,4
егъэджакIуэ нэхъыфI,4
Экономикэ зыужьыныгъэмрэ,4
джабэ нэкIухэр,4
инхэр щиIащ,4
зэгурыIуэрэ зэдэIуэжу,4
Ассамблее Нэхъыщхьэм,4
гъэзэщIакIуэ гупым,4
Парламентым иУнафэ,4
мазэм къриубыдэу,4
Шарифов Шариф,4
Президентым деж,4
зыхэт гупыр,4
Iэджэ щIауэ,4
дунейпсо классымкIэ,4
Тырныауз вольфрам-молибден,4
икIи зэпеуэм,4
Ауэ ахэр,4
гъэм Европэм,4
федеральнэ щIыналъэхэм,4
Къэбэрдей-Балъкъэрым икIахэм,4
къалэ комитетым,4
нэхъ IэфI,4
Хьэткъуэ Умар,4
Къандэхъу Леонид,4
ЩIэныгъэлIхэм къызэрахутамкIэ,4
Натхъуэ Бибрэс,4
спортымрэ зыщегъэужьыныр,4
федеральнэ мыхьэнэ,4
махуэ зыбжанэкIэ,4
килограмми 120-м,4
фIэщыгъэр иIэу,4
Къэхъун къуажэ,4
къриубыдэу Къэбэрдей-Балъкъэрым,4
макъ гуэр,4
медалхэр къыщахьащ,4
1965 гъэ,4
26-м къыдигъэкIа,4
потому что,4
ныкъуэр сиIащэрэт,4
пунктым ипкъ,4
мин тIощIым,4
Иджырей къалэ,4
хуэфэщэн пщIэ,4
къалэмыпэм къыпыкIащ,4
ведомствэхэм зэдай,4
1858 гъэм,4
Андырхъуей Хъусен,4
Жаным Аслъэн,4
къулыкъу щащIэну,4
Шэрэдж Ищхъэрэ,4
Къумыкъу Виктор,4
абы фIыуэ,4
хьэрып усакIуэхэм,4
Хрущев Никитэ,4
Ахъуэхъу Таймураз,4
гупсысэ куу,4
гъавэ бэв,4
зэрыпэщIэт вакцинэр,4
зэрыщыту къатщтэмэ,4
Республикэм промышленностымрэ,4
пщы нэхъыжь,4
автомобиль зекIуапIэм,4
щыпсэуа лъэхъэнэм,4
Илъэс зыбжанэкIэ,4
сабий куэд,4
ПщIэ зыхуэсщI,4
щыгъуазэ дещI,4
хъун щхьэкIэ,4
Афганистаным щекIуэкIа,4
ехъулIэныгъэ инхэм,4
ЩIэныгъэлIхэм зэрыжаIэмкIэ,4
дунейр щыхъумэным,4
гъунэгъуу щыт,4
Тау Хьэсэнбий,4
аращ жаIэр,4
Республикэм ухуэныгъэмрэ,4
зыбжанэ иIэжу,4
спорт лIэужьыгъуэ,4
къекIуэлIа цIыху,4
Матовников Александр,4
5-нэ статьям,4
жиIащ республикэм,4
что они,4
гуапэу ехъуэхъуащ,4
къалэм щызэхэта,4
узыфэр зыпкърыт,4
лъэпкъым щыщу,4
псы хъурейм,4
тренер нэхъыщхьэр,4
фэбжь хьэлъэ,4
Федерацэм дзюдомкIэ,4
адэкIэ кIуэтащ,4
ныбжьыщIэ цIыкIухэм,4
нэхъ лъапIэщ,4
нэхъ иныр,4
абы къедза,4
лъабжьэ зыужьыныгъэмкIэ,4
Лъостэн Владимир,4
Iэтащхьэм жиIащ,4
япэ ищащ,4
ятеухуа тхыгъэхэр,4
къалэм къыщызэIуахащ,4
теухуа Положенэр,4
Анзор абы,4
хьэлъэ дыдэхэм,4
2004 гъэ,4
ЩIалэгъуалэ правительствэм,4
щыIэ художественнэ,4
Республикэм егъэджэныгъэ,4
илъэс 78-рэ,4
мин бжыгъэхэр,4
жиIащ дыгъужьым,4
Ибн Ийас,4
Уэрэ сэрэ,4
щIы гектар,4
Хъуран Батий,4
Ленин орденыр,4
пащтыхь тажыр,4
щыщыта лъэхъэнэм,4
унафэ пыухыкIа,4
къалъхуащ Италием,4
29-м къыдигъэкIа,4
Нарт эпосыр,4
цIыху бжыгъэм,4
Биджий Хьэсэнбий,4
хабзэмрэ нэмысымрэ,4
хуэдиз хъууэ,4
Къэбарт Мирэ,4
хэхам хэт,4
щхьэхуэхэм зэхъуэкIыныгъэхэр,4
художественнэ училищэм,4
псэм хэлъу,4
анэм теухуа,4
сабий зеиншэхэмрэ,4
мащIэ зэрыхъуар,4
хьэту псалъэ,4
дауэ хъуну,4
лъэпкъ цIэрыIуэм,4
абхъаз-адыгэ бзэ,4
дунейм тетыр,4
Ахэр мазаем,4
дунейпсо зэпеуэхэм,4
20I8 гъэм,4
унафэщIу илъэс,4
Казбек къыхигъэщащ,4
пащтыхь къэралыгъуэм,4
езым фIэфIу,4
балъкъэр лъэпкъыр,4
куэд хъу,4
зезыхьэ саугъэтыр,4
Iыхьлыхэмрэ благъэхэмрэ,4
урысей актрисэ,4
сержант нэхъыщIэ,4
Советская молодёжь,4
цIэрыIуэ дыдэ,4
Фырэ Анфисэ,4
Абы ипэкIэ,4
Республикэм ФIэкIыпIэ,4
школ №3-м,4
щхьэусыгъуэ нэхъыщхьэр,4
дунейм зэрехыжрэ,4
Николай Езанэм,4
хъыбарым зэрыжиIэмкIэ,4
лэжьыгъэм кърикIуахэм,4
хуабэр градус,4
ЗэIущIэм къыщащтащ,4
медаль къыщызыхьа,4
хъыбарегъащIэ IэнатIэм,4
Махуэ псом,4
I94I гъэм,4
Махуэ зыбжанэ,4
псалъэ быдэ,4
нэгъуэщIу жытIэмэ,4
1708 гъэм,4
сулътIан Сэлим,4
Агънокъуэ Лашэ,4
1501 гъэм,4
тхьэ елъэIурт,4
1863 гъэм,4
дзэ комиссариатым,4
Уэсмэн империем,4
ахъшэ саугъэтхэр,4
Ислъэмей къуажэм,4
IэнатIэм зегъэужьыныр,4
Ижь-ижьыж лъандэрэ,4
кIуэ гъуэгур,4
лъэс зекIуапIэхэр,4
лъэпкъ медицинэ,4
Абы къыхуагъэфэщащ,4
министру КъБР-м,4
езым нэхърэ,4
гъэм къыдигъэкIа,4
Мэздэгу быдапIэр,4
Дзэ Iуэху,4
къуажэм щыпсэу,4
зэрыщытам хуэдэу,4
увыпIэр яубыдащ,4
Лавров Сергей,4
урысейпсо физкультурэ-спорт,4
къэрал щхьэхуит,4
хабзэхъумэ органхэм,4
зауэшхуэм хэкIуэдахэм,4
гектар мини,4
лэжьыгъэ зыбжанэ,4
колхоз правленэм,4
процент 75-р,4
нэсу къигъэсэбэпащ,4
Куэд щIакъым,4
зэрихъумам папщIэ,4
шынагъуэ дыдэу,4
щIышылэ мазэм,4
Iэдакъэм къыщIэкIащ,4
Ипщэ къуажэм,4
къыдигъэкIауэ щытащ,4
ягъэтIысынкIэ мэхъу,4
фэеплъ зэхьэзэхуэм,4
щIэныгъэ институтым,4
бзэ бынитIым,4
генеральнэ унафэщI,4
пхъур Налшык,4
зыхуей псори,4
шэч къытрахьэркъым,4
псалъэхэр гуп-гупу,4
нэхъыщхьэ ХьэфIыцIэ,4
КIашэ Адэлджэрий,4
индоевропей этимологие,4
Тохъутэмыщ Мухьэмэд,4
гугъу щащIкIэ,4
Урысейм Спорт,4
гугъу сщIы,4
цIэхэр зезыхьэ,4
ищхъэрэ кавказыбзэхэм,4
мардэ пыухыкIахэр,4
псалъэхэм индоевропей,4
дыщэ кIанэ,4
Хабзэр щагъэзащIэу,3
нэхъыщхьэ Карполь,3
медалхэр зыIэригъэхьащ,3
налшыкдэсхэм япэ,3
псалъэм щхьэкIэ,3
урыс усакIуэ,3
цIыхухэр куэду,3
фIэкIа имыIэжу,3
жьыщхьэ махуэ,3
щэнхабзэм теухуауэ,3
10-м къыдигъэкIа,3
Ипщэ федеральнэ,3
лъагэ зыбгъэдэлъ,3
зыщIыпIэ деж,3
чэзур къэсмэ,3
Кавказ-бгырыс эскадрон,3
академием къызэригъэпэща,3
Илъэс блэкIам,3
щагъэзащIэу щытар,3
1890 гъэм,3
мин 200-м,3
Нарт эпосым,3
цIыкIу гуэрым,3
бгъэдыхьэкIэ щхьэхуэ,3
хъумэным теухуауэ,3
Республикэм экономикэ,3
Иужьрейм ипэ,3
Дание пащтыхьыгъуэм,3
Барроуз Джордан,3
адыгэ мамлюк,3
япэу щагъэлъэгъуащ,3
Тхьэм къуит,3
Анзор лIы,3
Истамбыл дэтым,3
Iуэху зехьэкIэм,3
архиепископ Феофилакт,3
гугъу щытщIа,3
тахътэм щитIысхьа,3
Бэв хъун,3
пхъэ закъуэ,3
хэIущIыIу ящIащ,3
МахуэфI Тхьэм,3
адыгэ хабзэмрэ,3
Карполь Николай,3
1847 гъэм,3
хэпща хъуауэ,3
щыIа бзэхэр,3
зэхьэзэхуэм пашэныгъэр,3
цIыху щIыкIэр,3
джэгукIэр хуабжьу,3
адыгэ лъэпкъхэр,3
дэтхэнэ лъэпкъми,3
лIэужьыгъуэ куэдым,3
цIэкIэ утыку,3
Жьыщхьэ махуэ,3
Къэбэрдей округым,3
адыгэ къуажэм,3
хыхьэ Аргудан,3
1965 гъэр,3
кандидат лэжьыгъэр,3
Ипщэ Республикэм,3
щыIэ бэджхэр,3
Гуп уэршэрым,3
еплIанэ увыпIэр,3
зыкъыщигъэлъэгъуащ икIи,3
япэ щищам,3
Гранаткин Валентин,3
урысыбзэмрэ литературэмкIэ,3
коронавирус узыфэм,3
70-м нэс,3
къуэ закъуэр,3
щыщыIэ щытыкIэм,3
Союзым волейболымкIэ,3
Налшык шыгъэжапIэм,3
Азием щыIа,3
Къалэ Мухьэмэд,3
Хабзэ хъуауэ,3
Дагъыстэн Республикэм,3
Бещтокъуэ Хьэбас,3
хъууэ щытащ,3
адыгэхэм ятеухуауэ,3
дэт 1-нэ,3
Кавказ лъэпкъхэм,3
дунейм къытехьэу,3
хабзэ дахэ,3
Къущхьэ Севим,3
БыдапIэ хужь,3
Тхылъ фIыцIэ,3
щекIуэкIыну дунейпсо,3
дэнэ дежи,3
Урыху къуажэм,3
адыгэ псалъэ,3
дзыгъуэ цIыкIу,3
къулыкъу хуищIэну,3
хуит зыщI,3
хэт лIыхъужьхэм,3
апхуэдэ хъуэпсапIэ,3
пхъуантэ цIыкIум,3
400 зыубыд,3
щиIэ IуэхущIапIэм,3
къалэ кIуэцIым,3
гъуэгу-транспорт къэхъукъащIэхэм,3
Урысей зэкъуэтым,3
Тембот Ахьмэдхъан,3
115-нэ шуудзэм,3
хэхыпIэ участкэхэм,3
1867 гъэм,3
1503 гъэм,3
сулътIан хъуну,3
фIэкIа мыхъуауэ,3
бюджетыр 2022,3
Адыгэ къэрал,3
Уэрдокъуэ Юлэ,3
яку дэлъа,3
къызыпих шухэр,3
Жьыбгъэмэ къызыпих,3
2018 гъэхэм,3
макъамэр фIыуэ,3
зезыхьэ Адыгэбзэ,3
щитIысхьа махуэм,3
гъэгъахэр тралъхьащ,3
уэрэ сэрэ,3
цIэ дахэ,3
зэригъуэтрэ илъэси,3
Урысейм ХудожествэхэмкIэ,3
Къызбрун Езанэ,3
унафэ сощI,3
Iэзэ дыдэ,3
епха Iуэхугъуэ,3
къридзыхщ аби,3
Алыхьталэм фIэлIыкI,3
пщым уэркъым,3
Къэбэрдей шуудзэ,3
1808 гъэ,3
щIыпIэ самоуправленэм,3
хьэщIэ лъапIэ,3
текIуэныгъэ иныр,3
Псы Iуфэм,3
гъащIэм теухуауэ,3
цIэр Плъыжьщ,3
илъэс 23-рэ,3
пIалъэкIэ зыгъэзащIэр,3
щIыIэр градус,3
финал ныкъуэ,3
щIыпIэ администрацэхэм,3
зэманым адыгэхэм,3
теухуауэ псалъэ,3
Iуэхур абы,3
Кърым-Джэрий СулътIан,3
Кеннеди Джон,3
щыхьэт техъуащ,3
щIэныгъэ зыбгъэдэлъ,3
хъумэнымрэ зегъэужьынымкIэ,3
Адыгэшыр хъумэнымрэ,3
наIуэ хъуащ,3
хьэрычэт Iуэхум,3
щIэныгъэ хабзэхэм,3
Зауэ щIыхьым,3
куэд щапI,3
къызыхэкIа лъэпкъыр,3
псапащIэ фондым,3
псалъэр игъэпэжащ,3
гущIыIу дэгъэзеяуэ,3
арат абы,3
дэгъэзеяуэ куэдрэ,3
ТекIуэныгъэ Иным,3
щIы Iыхьэхэр,3
бзэ псоми,3
псэ хьэлэлу,3
Урысейм щыяпэу,3
гъуэгум зэрыщызекIуэ,3
дыдэм деж,3
щхьэ кърикIуа,3
ШэджыхьэщIэ Мухьэмэд,3
зэрихьа лIыгъэм,3
щызэрихьа лIыгъэм,3
Европей джэгухэм,3
выщIэ блэгъур,3
езы художникым,3
къищта унафэм,3
1616 гъэм,3
къалъхуащ философие,3
гъэм Германием,3
Лаш Адыл,3
гъэм бадзэуэгъуэ,3
республикэм щыпсэу,3
100 ирокъу,3
Сэлим Езанэм,3
лIы цIыкIум,3
гъэ къакIуэ,3
1832 гъэм,3
джэгуакIуэ тхьэмадэм,3
пщылI Гъуурий,3
Къэбэрдей-Балъкъэрым икIа,3
совет усакIуэ,3
Къагъырмэс Борис,3
махуэр нэхъ,3
Япэ адыгэ,3
музыкальнэ щэнхабзэм,3
Урысеймрэ Тыркумрэ,3
Пасэрей Урымым,3
Республикэм Узыншагъэр,3
лъэпкъ Iуэху,3
псы лъабжьэм,3
Хьэсэн сымэ,3
къулыкъу щызыщIэ,3
балигъ гъащIэм,3
щыIэ щытыкIэр,3
индоевропей бзэхэм,3
сыхьэт бжыгъэ,3
лъэпкъ хасэм,3
Хьэцей Тимур,3
Тхылъ плъыжьым,3
Дали Сальвадор,3
къэрал щIыб,3
Урыс Хьэталий,3
Iуэху зытетыр,3
социальнэ сетхэм,3
зыпкърыт сымаджэхэм,3
гъэр къызэрихьэрэ,3
Тау Хьэзешэ,3
Намыкъ Исмэхьил,3
зэдай псалъэ,3
адэм деж,3
Лашынкъей къуажэм,3
районым щыIэ,3
Мысырым щыщ,3
Пётр Езанэр,3
Управленэ нэхъыщхьэм,3
зэхуаку трансфертхэр,3
артист ныбжьыщIэхэм,3
адыгэ цIыхубзым,3
Къэбэрдей-Балъкъэр радиом,3
зэрахьа лIыгъэр,3
Вындыжь Марие,3
ящыщу хэт,3
гугъу тщIыну,3
фэеплъ махуэщ,3
Конституцэм зэхъуэкIыныгъэхэр,3
зэхьэзэхуэм хэта,3
Краснодар щIыналъэм,3
Урысей сетхэр,3
Iуэху нэхъ,3
Гуэл ЩхъуантIэхэм,3
профессор Лаш,3
Къаз-Джэрий СулътIани,3
дэнэ кIуэн,3
хъумапIэм щIэлъ,3
ЕсэнтIыгу къалэм,3
Управленэу Налшык,3
зыцIыхуу щытахэм,3
1869 гъэм,3
къалащхьэм дэт,3
БлэкIа лIэщIыгъуэм,3
Илъэс тIощIрэ,3
къафэ гъуазджэм,3
Iуащхьэмахуэ нэхърэ,3
гъэзэщIа хъуакIэу,3
пщIэшхуэ щиIащ,3
Твен Марк,3
Гугъуэт Заремэ,3
къагъэлъагъуэу щыта,3
абыхэм къагъэлъагъуэу,3
зиIэ медицинэ,3
хъуа псалъэхэщ,3
ЦIыхухъурэ цIыхубзрэ,3
япэ мазихым,3
хэзыгъахъуэ хущхъуэхэр,3
бгы нэхъ,3
ФIыщIэ хуещI,3
тренер Габрилян,3
къэралпсо зэпеуэм,3
ЗэпэщIэтыныгъэ гуащIэхэм,3
генеральнэ директорым,3
къешх-къесу щыщытынущ,3
управленэу Къэбэрдей-Балъкъэр,3
щыIа зэхьэзэхуэм,3
восточнокавказские языки,3
Сонэ Мухьэрбий,3
100 зэрырикъур,3
еджапIэр къиуха,3
еджапIэ нэужьым,3
Отаров Керим,3
Аль-Адиль Тумэнбей,3
пщы уэлийм,3
адрей лъэныкъуэмкIэ,3
килограмм 70-м,3
лъапIэр къыфIащащ,3
къэтхь хъунущ,3
икъукIэ мыхьэнэшхуэ,3
зэфIэкIымрэ хэзыгъахъуэ,3
Къэбэрдейм бжьыпэр,3
Къуажэ дохутыр,3
лъэпкъ зэхуэмыдэхэм,3
чристэн диным,3
жиIащ шум,3
къэрал къулыкъу,3
лъэпкъ хабзэмрэ,3
фызабэ фIыцIэкIэ,3
сабийхэмрэ ныбжьыщIэхэмрэ,3
Мэсей Аслъэнджэрий,3
бзэ быныр,3
зауэ гуащIэ,3
къуэ нэхъыжьщ,3
деж къэмыкIуэмэ,3
ехьэлIа Iуэхухэм,3
къыщалъытэм деж,3
щIигъу щопсэу,3
къарумрэ зэфIэкIымрэ,3
Ленинград къикIа,3
ЦIыхухэмкIэ нэхъ,3
къикIа хъыджэбз,3
нэхъ пэгъунэгъу,3
щIэныгъэ егъэгъуэтынымкIэ,3
щапхъэу къэтхь,3
Щоджэн Iэсхьэд,3
время пахоты,3
Черкес хэку,3
щхьэтепIэ гъуанэм,3
укъыщаша махуэр,3
Рогожин Сергей,3
фыз хьэдагъэм,3
гъэм Ленинград,3
Емыжь Iэрамбий,3
уафэм вагъуэбэ,3
Псыжь Iуфэ,3
щынэхъ кIыхь,3
ныбэ изу,3
щыIэ еджапIэ,3
Налшык щекIуэкIа,3
къызэрымыкIуэ щытыкIэхэм,3
ехуэбэкI псыIагъэр,3
гупым щекIуэкI,3
ужь иту,3
Псыущхъуэ Инрэ,3
хуэдэ щыIэкъым,3
дэт 3-нэ,3
3-нэ курыт,3
Къэжэр Назир,3
Абы Iэмал,3
Псыущхъуэ ЦIыкIурэ,3
Адыгэ мамлюк,3
ДзыхьмыщI Марат,3
1250 гъэм,3
фатIимидхэм ирагъэкIуэкI,3
бийуэ фатIимидхэм,3
Суданым щыщ,3
ЕпщIанэ лIэщIыгъуэм,3
Кэнжэ ЩэнхабзэмкIэ,3
сулътIан МуIэззэм,3
зэман кIэщIкIэ,3
айюбид сулътIан,3
кIэух зэIущIэр,3
Мансурэ деж,3
Сириемрэ Палестинэмрэ,3
Мысырымрэ Сириемрэ,3
абы къыхуагъэфэщащ,3
къащтам хэтхэм,3
адыгэ унагъуи,3
Метие къуажэм,3
гупсысэ нэхъыщхьэр,3
тхыгъэхэр щызэхуэхьэса,3
щIалэгъуалэ зэхыхьэм,3
Аращ абы,3
сыхьэт ныкъуэ,3
гъащIэм къриубыдэу,3
Законым теухуауэ,3
хеящIэм деж,3
щIыналъэхэм щыпсэу,3
Хъусен сымэ,3
Къашыргъэ Билал,3
Кобзон Иосиф,3
Гуащэ ябгэ,3
