"#name",Урыс-адыгэ школ псалъалъэ (Rus-Ady) (eastern)
"#sourceLang","Russian"
"тревожиться","II, несов., за кого-что гузэвэн, пIейтеин; тревожиться за отца адэм папщIэ гузэвэн"
"тревожный","-ая, -ое гузэвэгъуэ, узыгъэпIейтей; пщIыхь; тревожный сон узыгъэпIейтей пщIыхь; тревожные вести хъыбар гузэвэгъуэхэр"
"трезвый","-ая, -ое
1. емыфэ, чэф зимыIэ; в трезвом состоянии емыфауэ
2. перен. губзыгъэ, акъылыфIэ; человек трезвого ума цIыху акъылыфIэ"
"трение","с. II, мн. нет (физ.) щыхъуэ"
"тренировать","I, несов.
1. кого-что хуэгъэсэн; тренировать плавать есыкIэ егъэщIэн
2. что егъэсэн; тренировать руки Iэхэр егъэсэн"
"тренироваться","I, несов. зыгъэсэн, зэгъэщIэн, зыгъэхьэзырын, тренироваться в верховой езде шы тесыкIэ зэгъэщIэн"
"тренировка","ж. I
1. мн. нет зыгъэсэныгъэ, гъэхьэзырыныгъэ, тренировкэ; тренировка стрельцов фочауэхэр гъэхьэзырыныгъэ
2. хуеджэныгъэ"
"тренировочный","-ая, -ое зэрызагъэхьэзыр, зыщагъэхьэзыр; тренировочный костюм зыщагъэхьэзыркIэ щатIагъэ кIэстум"
"трепать","I (треплю, треплешь), несов.
1. зэхэгъэзэрыхьын, зэIыщIэн; ветер треплет гриву коня шым и сокур жьым зэIещIэ
2. кого-что фыщIын, къекъун, къеIэн; трепать за волосы и щхьэцым къекъун
3. что (разг.) гъэлэжьэн, зэфIэтхъын; трепать одежду щыгъыныр зэфIэтхъын
4. что пщIын; трепать шерсть цыр пщIын"
"трепетать","I (трепещу, трепещешь), несов.
1. (колебаться), тк. 3 л. кIэзызын, хъеин
2. гузэвэн; сердце трепетало от волнения гур щтэгъуэм игъэкIэзызаш"
"треск","м. II, мн. нет пIэнкI, къэчэ макъ; треск сучьев къудамэ пIэнкI макъ"
"трескаться","I, несов., тк. 3 л. къэчэн; кожа на руках потрескалась и Iэр зэгуэчащ, зэгуэтхъащ"
"трескучий","-ая, -ее къачэ, псалъэ купщIэншэ; трескучие фразы псалъэмакъ купщIэншэ
◊ трескучий мороз узазымыгъэплъэкI уае"
"треснуть","I, сов., тк. 3 л.
1. зэгуэчын; лед треснул мылыр зыуэчащ
2. къэчэн; стакан треснул стаканыр къэчащ
3. зэгуэтхъын; кожа на руках треснула и Iэр зэгуэтхъащ"
"третий","-ья, -ье числ. порядк. ещанэ; третья часть Iыхьэ ещанэ"
"треть","ж. III щанэ; треть жизни IъащIэм и Iыхьэ щанэ"
"треугольник","м. II щимэ; равнобедренный треугольник зи джабитIыр зэхуэдиз щимэ"
"трёхзначный","-ая, -ое дамыгынц хъу; трехзначное число дамыгъищ хъу бжыгъэ"
"трёхлетний","-яя, -ее илъэсищ; трехлетний ребенок илъэсищ хъу сабий"
"трёхметровый","-ая, -ое метрищ; трехметровая вышка метрищ хъу къелъапIэ"
"трещать","II, несов.
1. тк. 3 л. зэгуэчын, зэгуэтхъын; лед трещит мылыр зэгуоч
2. пIэнкI; кузнечики трещат пкIауэхэр мэпIэнкI
3. перен. (болтать, говорить без умолку) пIэрэпIэрэн
◊ (разг.) голова трещит щхьэр зэточ"
"трещина","ж. I зэгуэча, зэгуэтхъа, къэча; трещина в стене блынджабэм иIэ къэча"
"три","числ. щы"
"трибуна","ж. I псэлъапIэ, трибунэ; подняться на трибуну псэлъапIэм дэкIуеин"
"тридцатый","-ая, -ое числ. порядк. тIощIрэ епщIанэ, ещэщIанэ; в тридцатые годы щэщI гъэхэм"
"тридцать","числ. щэщI, тIощIрэ пщIырэ; тридцать человек цIыху щэщI"
"трижды","нареч. щэнейрэ; повторить трижды щэнейрэ жыIэжын"
"трикотажный","-ая, -ое трикотажнэ; трикотажная кофта трикотажым къыхэщIыкIа бостеиплIэ"
"тринадцатый","-ая, -ое числ. порядк. епщыкIущанэ"
"тринадцать","числ. пщыкIущ"
"трогательный","-ая, -ое гум хыхьэ, хьэлъэ; трогательный рассказ гум хыхьэ рассказ, гур зыгъэпIейтей рассказ"
"трогать","I, несов., кого-что
1. еIусэн; руками не трогать IэкIэ емыIусэн
2. перен. и гугъу щIын, щыхьэн, зэгуэгъэшн; не трогайте его, он расстроен абы фыщымыхьэ, ар зыгуэрым зэгуигъэпащ"
"трое","числ. собир. щы; трое сыновей къуищ; трое суток жэщищрэ махуищрэ"
"тройка","ж. I
1. (цифра) щы
2. (оценка) щы
3. (лошадей) шищ зыщIэщIа гу"
"тройной","-ая, -ое хуэдищкIэ нэхъыбэ; дали тройную зарплату мазищ улахуэ къратащ"
"тронуться","I, сов. ежьэн; лошади тронулись в путь шыхэр ежьащ; тронуться в путь ежьэн"
"тропа","ж. I лъагъуэ; охотничьи тропы щакIуэ лъагъуэхэр"
"тропический","-ая, -ое тропическэ; тропический ливень тропикам къыщешх уэшхымхуэ"
"тростник","м. II псыпцIэ къамыл; сахарный тростник къамыл фо"
"трофей","м. II къуентхъ"
"труба","ж. I, в разн. знач.
1. дымоходная труба уэнжакъ
2. бжьамий, накъырэ; играть на трубе накъырэм епщэн"
"трубач","м. II накъырапщэ, бжьамияпщэ"
"трубить","II (трублю, трубишь), несов.
1. во что и без доп. накъырэ епщэн
2. что накъырэ макъ гъэIун; трубить сбор накъырэ епщэурэ цIыхухэр зэхуэгъэсын"
"труд","м. II
1. мн. нет гуащIэдэкI; право на труд гуащIэдэкIымкIэ правэ; орудия труда зэрылажьэ Iэмэпсымэ
2. гуащIэдэкI лэжьыгъэ; научные труды шаучнэ лэжылгъэхэр
◊ с большим, трудом ерагъкIэ"
"трудиться","II (тружусь, трудишься), несов.
1. лэжьэн; трудиться на заводе заводым щылэжьэн
2. над чем елэжьын; трудиться над планом планым елэжьын"
"трудно","1. нареч. гугъуу, къехьэлъэкIыу; трудное дело Iуэху гугъу
2. в знач. сказ. безл. задачу трудно решать задачэр пщIыну гугъущ"
"трудность","ж. III гугъуехь, гугъуагъ; преодолеть трудности гугъуехьхэм пэлъэщын"
"трудный","-ая, -ое гугъу; трудное дело Iуэху гугъу; трудное время зэман гугъу; трудный характер хьэл гугъу"
"трудовой","-ая, -ое
1. гуащIэрылажьэ, гуащIэрыпсэу; трудовое воспитание гуа щIэдэкIым хуэгъэсэныгъэ
2. гуащIэдэкI; трудовые доходы гуащIэдэкI хэхъуэхэр"
"трудолюбивый","-ая, -ое лэжьэрей, лэжьыгъэ зыфIэфI; трудолюбивый ученик лэжьыгъэр фIыуэ зылъагъу еджакIуэ"
"трудолюбие","с. II, мн. нет лэжьыгъэр фIыуэ лъагъуныгъэ"
"трудоспособность","ж. III, мн. нет гуащIэдэкIым хуиIэ зэфIэкI; высокая трудоспособность гуащIэдэкIышхуэ зиIэ, зи гуащIэ куэд дэкI"
"трудоспособный","-ая, -ое лэжьэфын; трудоспособное население лэжьэну зыхузэфIэкI цIыхухэр"
"трудящийся","-аяся, -ееся
1. гуащIэрыпсэу; трудящийся человек гуащIэрыпсэу цIыху
2. в знач. сущ. чаще мн. трудящиеся гуащIэрыпсэухэр"
"труженик","м. II лэжьакIуэ; труженики села къуажэдэс лэжьакIуэхэр"
"труп","м. II (род. трупа) хьэдэ"
"трус","м. II (род. труса) шынэкъэрабгъэ"
"трусить 1","II (трушу, трусишь), несов. шынэн, къэрабгъэн; трусить перед учителем егъэджакIуэм щышынэн"
"трусить 2","II (трушу, трусишь), несов. утхыпщIын, гъэсысын; трусить дерево жыгыргъэсысын"
"трусливый","-ая, -ое къэрабгъэ, шынэкъэрабгъэ; трусливый парень щIалэ къэрабгъэ"
"трусость","ж. III, мн. нет къэрабгъагъэ"
"трусы","тк. мн. гъуэншэдж кIэщI, трусик"
"тряпка","ж. I хъыдан, хъыданыжь, хъыдан кIапэ; половая тряпка лъэгу къызэралъэс хъыданыжь"
"трясина","ж. I сэбсэтI щIыпIэ; увязнуть в трясине сэбсэтI щIыпIэм хэнэн"
"трясти","I, несов.
1. кого-что гъэсысын; трясти дерево жыгыр гъэсысын
2. тк. 3 л. кого перен. кIэзызын, удыныщIэн; его трясет лихорадка ар техьэгъуэм егъэкIэзыз
3. тк. 3 л. удыныщIэн; телегу трясет гур еудыныщIэ
4. утхыпщIын; трясти ковер алэрыбгъур утхыпщIын"
"трястись","I, несов.
1. сысын, хъеин; голова трясется щхьэр мэсыс
2. кIэзызын; трястись от смеха щыдыхьэшхкIэ сысын
3. над кем-чем перен. тегужьеикIын; трястись над ребенком сабийм тегужьенкIын"
"туалет","II
1. щыгъын; модный туалет зэманым декIу щыгъын
2. (столик с зеркалом) туалет гъуджэ"
"туберкулёз","м. II, мн. нет жьэн уз"
"туго","нареч. быдэу, зэщыгуауэ; туго затянуть веревку кIапсэр быдэу зэрыдзэн"
"тугой","-ая, -ое
1. ткIий; тугой лук шабзэкъу ткIий
2. къуа, тугой мешок къэп къуа;  тугой на ухо тхьэкIумэжьажьэ"
"туда","нареч. мобыкIэ, абыкIэ; билет туда и обратно абы зэрыкIуэн икIи къызэрыкIуэжын билет; ни туда, ни сюда зыщIыпIэкIи"
"туловище","с. II пкъы"
"тулуп","м. II джэдыгушхуэ; овчинный тулуп мэлыфэ джэдыгу"
"туман","м. II пшагъуэ; туман рассеивается пшагъуэр зэкIэщIехуж
◊ туман в голове и щхьэр хъарпшэрщ"
"туманный","-ая, -ое
1. пшагъуэ; туманный день махуэ пшагъуэ
2. перен. гурыIуэгъуей; туманное объяснение мыгурыIуэгъуэу къэIуэтэныгъэ"
"тумба","ж. I
1. (столб) тумбэ
2. (подставка) тегъэувапIэ"
"тупик","м., II
1. пхыдза, тупик; дом находится в тупике унэр уэрамыр щиухым и деж щытщ
2. (ж.-д.) тупик; поезд стоит в тупике мафIэгур гъущIгъуэгур щнухым деж щытщ
3. перен. кIуапIэжапIэншагъэ, Iэмалыншагъэ зайти в тупик кIуапIэжапIэншэ хъун"
"тупица","м. ж. I (разг.) зэхэщIыкIыншэ, гунэф"
"тупой","-ая, -ое
1. дзагуэ; тупой нож сэ дзагуэ
2. пагуэ; ботинки с тупыми носами къатыр пагуэ
3. перен. гунэф; тупой человек цIыху гунэф
4. перен. уидэрэбжьа; тупая боль ундэрэбжьауэ узын"
"тур","I м. II
1. тур; тур вальса вальсым зэ къекIуэкIын
2. тур; второй тур конкурса конкурсым и етIуанэ тур
II м. II къурш ажэ; охота на туров къурш ажэхэм ещэкIуэн"
"туристский","-ая, -ое турист; туристский лагерь турист лагерь"
"турник","м. II турник; подтянуться на турнике турникым зыдэхьеин"
"турнир","м. II зэпеуэныгъэ, турнир; шахматный турнир шахматымкIэ зэпеуэныгъэ"
"тусклый","-ая, -ое
1. фае, утхъуа; тусклое стекло абдж фае
2. фагъуэ, мынаIуэ; тусклый свет нэху фагъуэ"
"тускнеть","I, несов., тк. 3 л. фае хъун; серебро тускнеет дыжьыныр фае мэхъу"
"тут","нареч. мыбы деж, мыбдеж; тут были все мыбдеж псори щыIащ"
"тутовник","м. II (дерево) тутей"
"туфли","мн. род. туфель (ед. туфля, ж. I) туфлъэ; домашние туфли унэм зэрыщIэт туфлъэ"
"тухлый","-ая, -ое фа, шкIумпI; тухлая рыба мэ Iей къызыкIэрих бдзэжьей; тухлые яйца джэдыкIэ шкIумпIхэр"
"туча","ж.
1. пшэ; тучи собрались пшэхэр зэхуэсапц сплошная облачность пшэ зэфэзэщ
2. перен. Iэрамэ; туча мух пшэм хуэдэу бадзэ Iэрамэ"
"тучный","-ая, -ое
1. пшэр, гъум; тучный мужчина цIыхухъу пшэр
2. пшэр, пIащэ; тучные земли щIы пшэр: тучные колосья щхьэмыж пIащэ"
"туша","ж. I лыджанэ; баранья туша мэл лыджанэ"
"тушить","I II (тушу, тушишь), несов., что гъэуикIыфIын; тушить пожар мафIэсыр гъэуикIыфIын
II II (тушу, тушишь), несов., что тушить говядину былымылыр бахъэкIэ гъэвэн"
"тушь","ж. III, мн. нет тушь, зэрыратхъэ, зэрытхэ шакъэ Iув"
"тщательно","нареч. егугъуу, хуэсакъыу; тщательно подготовиться к уроку урокым егугъуу зыхуэгъэхьэзырын"
"тщательный","-ая, -ое зэгугъу, зыхуэсакъ; тщательная работа зэгугъуа лэжьыгъэ"
"ты","мест. личн., 2 л. уэ; где ты живешь? дэнэ уэ ущыпсэур? я тебя не знаю сэ уэ усцIыхуркъым; я тебе дам эту книгу сэ уэ уэстынщ мы тхылъыр; ты пойдешь со мной уэ сэ узигъусэу унэкIуэнщ"
"тыква","ж. I къэб; семена тыквы къэб жылэ"
"тыл","м. II (предл. о тыле, в тылу)
1. щIыбагъым, тыл; напасть с тыла и щIыбымкIэ щытеуэн
2. щIыбагъ; в тылу врага бийм и щIыбагъ"
"тысяча","ж. I, числ.
1. мин., десять тысяч минипщI
2. перен. лэжьыгъэ, къалэн мин; у меня тысяча забот сэ къалэн мин си пщэм дэлъщ"
"тысячелетний","-яя, -ее илъэс мин зи ныбжь"
"тысячный","-ая, -ое числ. порядк.
1. тысячный по счету щабжкIэ мину щыт мину зэхэт
2. тысячное войско мину зэхэт дзэ
3. зыр мин ищIыкIауэ и зы Iыхьэ; тысячная доля секунды мину гуэша секундым и зы Iыхьэ"
"тьма","I ж. I, мн. нет кIыфI, кIыфIыгъэ; ночная тьма жэщ кIыфI
II ж. I, мн. нет (разг.) куэдIей, куэд дыдэ; тьма насекомых гъудэбадзэ куэдIей"
"тюк","м. II пхыгъэ; тюк конопли щIэп пхыгъэ"
"тюлений","-ья, -ье тюлень; тюлений жир тюленым и щэ"
"тюрьма","ж. I лъэхъуэщ, тутнакъэщ"
"тяжелеть","I, несов. хьэлъэ хъун"
"тяжело","1. нареч. хьэлъэу
2. в знач. сказ. безл. хьэлъэу; корзину тяжело нести кIарзинкIэр пхьыну хьэлъэщ"
"тяжёлый","-ая, -ое
1. хьэлъэ; тяжелый мешок къэп хьэлъэ
2. гугъу; тяжелая задача задачэ гугъу
3. хьэлъэ; тяжелый на подъем человек цIыху хьэлъэ
4. хьэлъэ; тяжелая пища ерыскъы хьэлъэ
5. хьэлъэ; тяжелая болезнь уз хьэлъэ"
"тяжесть","ж. III
1. мн. нет хьэлъэ; перевозка тяжести хьэлъэр ишын
2. мн. нет хьэлъагъ; сила тяжести хьэлъагъым и къарур
3. чаще мн. тяжести хьэлъэхэр; поднимать тяжести хьэлъэхэр къэIэтын"
"тяжкий","-ая, -ое см. <<тяжёлый>> 2., 4., 5.; тяжкий труд лэжьыгъэ хьэлъэ"
"тянуть","I (тяну, тянешь), несов.
1. кого-что шэн, лъэфын; тянуть лодку кхъуафэжьейр шэн
2. что укъуэдиин; тянуть провод кIапсэр укъуэдиин
3. шэныгъэ; в печи хорошо тянет хьэкум фIыуэ иреш
4. что къишын; насос тянет воду насосым псыр къреш
5. зилъэфыхьын; тянуть с ответом жэуап мытауэ зилъэфыхьын; тянуть неуспевающего ученика еджэнымкIэ къыкIэрыху еджакIуэр хэлъэфын"
"тянуться","I (тянусь, тянешься), несов.
1. тк. 3 л. зызэпышын; резина тянется хьэфэр зэпош
2. тк. 3 л. игъуэлъыкIын; за деревней тянутся леса жъуажэм игъунэгъуу мэзхэм зыщаубгъуащ
3. тк. 3 л. кIыхьлIыхь; медленно тянутся зимние вечера щIымахуэ жэщхэр кIыхьлIыхьу макIуэ
4. хуеIэн, хущIэкъун; учащиеся тянутся к знаниям еджакIуэхэр щIэныгъэм хущIокъу
5. тк. 3 л. зыукъуэдиин; тянутся обозы чырэхэр кIапсэлъэрышэу макIуэ"
"тяпка","ж. I фIанэ"
"у","предлог с род.
1. (где? дэнэ и деж иди бгъэдэ) у двери бжэм деж; у окна щхьэгъубжэм деж; стоять у станка станокым бгъэдэтын
2. (у кого? - хэт деж?) он живет у брата ар и къуэшым деж щопсэу; учиться у старшего нэхъыжьым деж щеджэн
3. (у кого? - хэт?) я беру книги у соседа сэ тхылъхэр ди гъунэгъум къыIызох; узнать у товарища ныбжьэгъум и деж къыщыщIэн"
"убавить","II (убавлю, убавишь), сов., что, чего гъэмэщIэн, кIэрыгъэхун, хэгъэщIын, кIэрычын; убавить в весе хьэлъагъым кIэрыгъэхун; убавить зарплату улахуэр гъэмэщIэн"
"убавиться","II, сов., тк. 3 л. хэщIын, нэхъ мащIэ хъун; дни убавились махуэхэр кIэщI хъуащ; воды в озере убавилось гуэлым ит псыр нэхъ мащIэ хъуащ"
"убаюкать","I, сов., кого гъэжеин, щIэупскIэн; убаюкать ребенка сабийр гъэжеин"
"убедительный","-ая, -ое
1. фIэщ хъуныгъэ зыхэлъ; убедительный ответ фIэщ хъуныгъэ зыхэлъ жэуап
2. хуабжь, быдэ; убедительная просьба хуабжьу елъэIуныгъэ"
"убедить","II, сов. ед. не употр. кого-что в чем и с неопр. и фIэщ щIын: убедить в правильности ответа жэуапыр зэрыпэжыр и фIэщ щIын"
"убедиться","II, сов. 1 л. ед. не употр. в чем и фIэщ хъун; я убедился в его правоте ар зэрызахуэр си фIэщ хъуащ; убедиться в его искренности абы пэжыгъэ зэрыхэлъыр и фIэщ хъун"
"убежать","разноспр., сов.
1. щIэпхъуэн, жэн; дети убежали в лес цIыкIухэр мэзым жащ
2. кIуэсэн, щIэпхъуэжын; убежать из тюрьмы лъэхъуэщым къикIуэсыкIыжын"
"убеждение","с. II
1. мн. нет гурыIуэныгъэ, фIэщ щIыныгъэ; действовать, путем убеждения къызэрыгурыIуэнум хуэдэу жыIэн
2. (твердое мнеине) зэхэщIыкIыныгъэ
3. мн. убеждения (мировоззрение) гурыIуэныгъэ, зэхэщIыкIыныгъэ: отстаивать свои политические убеждения уи политическэ зэхэщIыкIым быдэу тетын, яхутемыкIын"
"убежище","с. II гъэпщкIупIэ, зыгъэбыдапIэ; искать убежище зыгъэбыдалIэ къэгъуэтын"
"уберечь","I, сов. хъумэн, щыхъумэн; уберечь от ошибок щыуагъэм щыхъумэн"
"уберечься","I, сов. зыхъумэн, зыщыхъумэн"
"убийство","с. II укIыныгъэ"
"убийца","ж. лIыукI; наемный убийца пщIэкIэ къащта лIыукI"
"убираться","I, несов.
1. см. <<убраться>>
2. пов. накл. (разг.) убирайся отсюда! мыбдеж зыIуегъэх!"
"убить","I (убью, убьешь), сов., кого-что, прям., перен. укIын, гъэкIуэдын, тегъэкIуэдэн убить оленя щыхьыр укIын
◊ убить надежду гугъэр гъэкIуэдын убить время зэманыр пщIэншэу гъэкIуэн, гъэкIуэдын"
"убор","м. II, (уст.) фащэ, щыгъын; свадебный убор нысашэ фащэ"
"уборка","ж. I, мн. нет Iухыжыныгъэ, къехьэлIэжыгъуэ; уборка пшеницы гуэдзыр къехьэлIэжыныгъэ; уборка комнаты пэшыр зэлъыIухыныгъэ"
"уборочный","-ая, -ое къыщрахьэлIэж; уборочная кампания гъавэ Iухыжыгъуэ"
"убрать","I (уберу, уберешь), сов., что
1. Iухын, техын; убрать посуду со стола хьэкъущыкъур стIолым техын
2. къехьэлIэжын, Iухыжын; убрать колосовые хьэцэпзцэхэр Iухыжын
3. зэлъыIухын; убрать класс классыр зэлъыIухын
4. гъэщIэрэщIэн; убрать елку елкэр гъэщIэрэщIэн"
"убыль","ж. III, мн. нет
1. хэщI; убыль воды псым хэщIыныгъэ
2. (убыток) хэщIыныгъэ; продать без убытка хэщIыныгъэ имыIэу щэн"
"убыток","м. II (род. убытка) хэщIыныгъэ; нести убыток хэщIыныгъэ иIэн; возместить убыток хэщIар хэгъэхъуэжын"
"убыть","I (убудет), сов., тк. 3 л. хэщIын; вода убыла псым хэщIащ"
"уважаемый","-ая, -ое щIыхь зиIэ; уважаемый учитель щIыхь зыхуащI егъэджакIуа"
"уважать","I, несов., кого-что пщIэ, нэмыс хуэщIын, щIыхь хуэщIын; уважать человека цIыхум нэмыс, пщIэ хуэщIын"
"уважение","с. II, мн. нет нэмыс, пщIэ хуэщIыныгъэ, щIыхь хуэщIыныгъэ; питать уважение к кому-л. зыгуэрым нэмыс хуэщIын; пользоваться всеобщим уважением псомн щIыхь къыхуащIын"
"уважительный","-ая, -ое
1. щхьэусыгъуэ пэж щхьэусыгъуэ зиIэ
2. оказывающий уважение к старшим нэхъыжьхэм пщIэ хуэзыщI"
"увезти","I, сов., кого-что зыдешэжьэн; шэн; увезти детей в лагерь сабийхэр лагерым шэн"
"увеличение","с. II, мн. нет гъэнныныгъэ, хэхъуэныгъэ; увеличение населения цIыхухэр нэхъыбэ хъун; увеличение войска дзэм хэхъуэныгъэ"
"увеличитель","м. II нэхъ ииу уэзыгъэлъагъу"
"увеличительный","-ая, -ое зыгъэин, ин зыщI; увеличительный прибор ину уэзыгъэлъагъу прибор; увеличительный суффикс (домище) инагъ къэзыгъэлъагъуэ суффикс (унэшхуэ - шхуэ)"
"увеличить","II, сов., что хэгъэхъуэн, зегъэубгъун, нэхъ ин щIын, нэхъыбэ щIын; увеличить число учителей егъэджакIуэхэм я бжыгъэм хэгъэхъуэн; увеличить портрет отца адэм и сурэтыр нэхъ ин щIын"
"увеличиться","II, сов., тк. 3 л. хэхъуэн, зиубгъун; число колхозников увеличилось колхозхэтхэм я бжыгъэм хэхъуащ; площадь посевов увеличилась вдвое гъавэ щIапIэр тIукIэ нэхъыбэ хъуащ"
"уверенно","нареч. тегушхуауэ; отвечать уверенно тегушхуауэ жэуап тын"
"уверенность","ж. III, мн. нет зыщыгугъыжыныгъэ; уверенность в своих силах уи къарум укъигъэгугъэу щытыныгъэ"
"уверенный","-ая, -ое игурэ ищхьэрэ зэтелъу, хуабжьу зыщыгугъыжу; уверенный шаг игурэ и щхьэрэ зэтелъу ич лъэбакъуэ
◊ будь уверен уи фIэщ щIы"
"уверить","II, сов., кого-что и фIэщ щIын; уверить кого-л. в своей правоте уэ узэрызахуэр зыгуэрым и фIэщ щIын, хьэкъ щыщIын"
"увести","I (уведу, уведешь), сов., кого-что
1. шэжын, ешэжьэн; увести учащихся на экскурсию еджакIуэхэр экскурс шэн
2. (похитить) дыгъу, Iушын, увести велосипед со двора лъакъуэрыгъажэр пщIантIэм къыдэдыгъукIын"
"увидеть","II (увижу, увидишь), сов., кого-что лъагъун; увидеть своего товарища уи ныбжьэгъур къэлъагъун; увидеть знакомое место и нэIуасэ щIыпIэр къэлъагъун"
"увидеться","II (увижусь, увидишься), с кем и без доп. зэрылъагъун, зэIущIэн, зэхуэзэн; мы никогда больше не увидимся дэ абы фIэкIа зэнкI дызэрылъагъужынукъым"
"увлекательный","-ая, -ое удэзыхьэх, узыIэпызышэ; увлекательная игра удэзыхьэх джэгукIэ"
"увлечение","с. II, мн. нет дихьэхыныгъэ; работать с увлечением дихьэхауэ лэжьэн; увлечение спортом спортым дихьэхыныгъэ"
"увлечь","I (увлеку, увлечёшь), сов.
1. кого-что зыдэшэн, зыдэщтэн, зыдэхьын; поток воды увлек лодку кхъуафэжьейр псым здихьащ; толпа увлекла нас на площадь цIыху гупышхуэм площадым дыщрахьэжьащ
2. кого-что перен. дихьэхын; его увлекла работа ар лэжьыгъэм дихьэхащ; увлечь девушку хъыджэбзыр къыдэхьэхын"
"увлечься","I (увлекусь, увлечешься), сов.
1. кем-чем зыдегъэхьэхын, зетын; увлечься книгой тхылъым зыдегъэхьэхын
2. кем егуэкIуэн, дихьэхын; увлечься девушкой хъыджэбзым егуэкIуэн"
"уволить","II, сов., кого IугъэкIын, тегъэкIын; уволить с работы лэжьапIэм тегъэкIын"
"уволиться","II, сов. IукIын, текIын; уволиться с работы лэжьапIэм къыIукIын"
"увольнение","с. II IугъэкIыныгъэ, хунт щIыжыныгъэ; увольнение с работы лэжьапIэм IугъэкIыныгъэ"
"увязать","(увяжу, увяжешь), сов., что
1. зэкIуэцIыпхэн; увязать вещи хьэпшыпхэр зэкIуэцIыпхэн
2. перен. пыщIэн, егъэзэгъын, егъэкIун; увязать теорию с практикой теориер практикам пыщIэн"
"увязнуть","I, сов. хэнэн, пхыхун; колеса увязли в грязи шэрхъхэр ятIэм хэнащ"
"угадать","I, сов., что къэщIэн; угадать чью-н. мысль зыгуэрым и гурылъ къэщIэн"
"угар","м. II, мн. нет узыгъэмэх газ; смерть от угара газымэм иукIыныгъэ (игъэлIэныгъэ)"
"угаснуть","I, сов., тк. 3 л.
1. ункIыфIын; огонь угас мафIэр ункIыфIащ
2. перен. кIуэщIын; силы угасли къарур кIуэщIащ"
"угловой","-ая, -ое плIанэпэ; угловой дом плIанэпэм тет унэ"
"углубить","II (углублю, углубишь), сов., что
1. куу щIын, етIыхын; углубить яму мащэр куу щIын
2. перен. Хэгъэхъуэн; углубить свои знания щIэныгъэм хэгъэхъуэн, ун щIэныгъэр нэхъри куу щIын"
"углубиться","II (углублюсь, углубишься), сов.
1. тк. 3 л. нэхъ куу хъун; русло реки углубилось псы жапIэр нэхъ куу хъуащ
2. перен. зэпэщIэувэныгъэ; противоречия углубились зэпэщIэувэныгъэр нэхъ куу хъуащ"
"угнать","II (угоню, угонишь), сов., кого-что
1. Iухун, дэхун; угнать скот на пастбища Iэщыр хъупIэм дэхун
2. (похитить) дыгъун, ехужьэн; угнать машину машинэр къэдыгъуи, ехужьэн"
"угнаться","II (угонюсь, угонишься), сов., за кем-чем, чаще с отриц. прям., перен. кIэлъэщIыхьэн, хуэдэ хъун; за ним не угонишься абы улъэщIэхьэфынукъым"
"угнетатель","м. II гъэпщылIакIуэ"
"угнетать","I, несов.
1. кого гъэпщылIын, дэкъузэн
2. кого-что перен. гугъу иригъэхьын; его угнетают эти мысли а гупсысэхэм ар гугъу ирагъэхь"
"угнетение","с. II, мн. нет гъэпщылIыныгъэ, дэкъузэныгъэ, хьэзаб телъыныгъэ"
"угнетённый","-ая, -ое дэкъуза, ягъэпщылI; угнетенные народы ягъэпщылI народхэр; угнетенное состояние хьэзаб щытыкIэ"
"уговорить","II, сов., кого с неопр. къэгъэдэIуэн, гъэдэIуэн, и фIэщ щIын; его уговорили остаться ар къэнэну къагъэдэIуащ"
"уговориться","II, сов., с кем о чем и с неопр. зэухылIэн, зэгурыIуэн; уговорились встретиться зэхуэзэну зэгурыIуащ"
"угодно","1. в знач. сказ. кому зыхуейр; как вам угодно фэ фызэрыхуейм хуэдэу
2. частица (после вопр. мест., и нареч.); кто угодно хэт хуейми; куда угодно дэнэ хуейми"
"угол","м. II (угла, об угле, на, в углу), в разн. знач. плIанэпэ, къуапэ; острый угол къуапэ папцIэ; тупой угол къуапэ пагуэ в углу комнаты унэ плIанэпэ
◊ из-за угла сделать что-н. и нэщIыбагъкIэ зыгуэр лэжьын"
"уголовный","-ая, -ое уголовнэ; уголовный преступник хабзэм къемызэгъ щIэпхъаджагъэ зылэжьа"
"уголок","м. II
1. уменьш. к угол
2. плIанэпэ, уголок; красный уголок краснэ уголок"
"уголь","м. II (род. угля и угля) фIамыщI; каменный уголь мывэ фIамыщI; древесный уголь пхъэ фIамыщI"
"угольный","-ая, -ое фIамыщI; угольные шахты фIамыщI къыщыщIах шахтхэр"
"угореть","II, сов. газымэр щхьэм еуэн"
"угостить","II (угощу, угостишь), сов., кого, чем хьэщIагъэ ехын, зыгуэр IэщIэлъхьэн, етын; угостить детей конфетами цIыкIухэм кIэнфет етын"
"угощение","с. II гъэхьэщIэныгъэ, хьэщIэ шхын; хорошее угощение фIыуэ гъэхьэщIэныгъэ (хьэщIэ шхын IэфI)"
"угрожать","I, несов., кому-чему, чем гъэшынэн, гъэщтэн; он угрожал каждый день абы махуэ къэс игъэшынэрт"
"угрожающий","-ая, -ее шынагъуэ, гузэвэгъуэ; угрожающий зверь псэущхьэ шынагъуэ"
