template,freq
*ейкIэ,20
*гъуэж,20
*упщIэ,20
*лIхэр,20
щIыпI*,20
мы*мэ,20
зэриу*,20
*нущи,20
щы*мэ,20
*ншэт,20
сымы*у,20
къа*хэр,20
щызэ*у,20
Фе*,20
щызэ*ым,20
къысхуэмы*,20
щIэ*ащ,20
ды*ыну,20
щIэ*ыр,20
сызэры*м,20
сахэ*,20
я*тэкъым,20
Зы*р,20
къытре*,20
къизы*,20
щы*ыр,20
зэры*хьар,20
*т-тIэ,20
Къэ*ым,20
*щIэмкIэ,20
къызэ*къым,20
къызжьэ*,20
къыху*щ,20
*цIыхуу,20
Г*,20
у*ж,20
саху*,20
Мар*,20
*ыхьэ,20
ды*ну,20
Хьэ*рэ,20
*хъей,20
*хъейуэ,20
*ыкIам,20
У*эу,20
*лъхьэм,20
*щIыхьа,20
*ужу,20
*ыпэу,20
Ды*ри,20
*ынкъэ,20
сыкъы*рэ,20
*ыпхъэщ,20
*пцIащ,20
зэры*ари,20
у*нур,20
дыкъы*ащ,20
зэры*н,20
*ынщ…,20
Уз*,20
*хэмрэт,20
къэ*ат,20
*бжэ,20
хуэ*ми,20
зыкIэри*,20
нэ*рэ,20
зэ*ар,20
къы*ынум,20
с*р,20
хуэ*рэ,20
*афэу,20
къы*ынут,20
зыщхьэ*,20
мывэ*,20
*убыдауэ,20
къысхуэп*,20
Iэ*кIэ,20
Анэ*,20
ра*,20
дэ*и,20
къызэрыща*,20
къэдмы*,20
къы*ыжыну,20
уа*къым,20
умыщI*,20
мурад*,20
школ*,20
зэрыщыт*,20
*щIынт,20
селъэ*,20
сылъэ*,20
щIэлъэ*,20
*хужри,20
ны*ри,20
къыдэ*къым,20
*лъэж,20
*эж…,20
сызды*,20
са*ри,20
ирагъэ*къым,20
я*хьэ,20
къылъэ*,20
*зэм,20
*энти,20
*къуэхэр,20
*апхъэ,20
*лъынщ,20
*лъагъуэр,20
*жьэж,20
*хьыжа,20
*энущи,20
*Iам,20
*эныгъэм,20
*къуи,20
*эгъуахэр,20
*хъурэ,20
*лъэкI,20
*хьащ…,20
*мыхьэу,20
*пщIам,20
*экIынущ,20
*акъыми,20
*хьыжу,20
*мэну,20
*апхъэщ,20
*окIуэ,20
*хъущ,20
*щтэу,20
*агъэнущ,20
*эфакъым,20
*шыну,20
*хьэжам,20
*пIэн,20
*идзащ,20
*эсащ,20
*эсу,20
про*,20
*ыхурэ,20
*агъуркъым,20
*щIатэкъым,20
*эрэт,20
*щIэныр,20
*хъауэ,20
*апIэу,20
зыкъ*щ,20
щхъуантI*,20
зэрилъ*,20
сымылъ*,20
щI*экъым,20
щитI*,20
къызэрылъ*,20
зэщI*ри,20
щI*ти,20
къ*рат,20
къ*дзэу,20
къ*хъур,20
къ*хъуауэ,20
къ*лIэн,20
сыщыщI*,20
къ*хэрщ,20
къ*жьэри,20
къ*гъащIэ,20
къ*лъэну,20
Къыпху*,20
сыкъ*ат,20
къ*хъуэр,20
къызэры*нур,20
зэ*эр,20
щиу*,20
къаху*къым,20
ды*эн,20
Ва*,20
хуэдэ*,20
нэ*и,20
щынэ*,20
къыщригъэ*,20
щIригъэ*,20
уфIэ*,20
*ыныгъэм,20
Э*,20
йо*э,20
Дыкъэ*,20
укъыщIэ*,20
сыкъо*,20
уримы*,20
къы*къыми,20
зэры*эн,20
дыщIа*,20
зыщагъэ*,20
пша*,20
Лэ*,20
сыкъыща*,20
Же*,20
зедгъэ*,20
хуэ*…,20
кIэ*э,20
*эхри,20
*эфырт,20
къэ*акъым,20
къыщIэ*у,20
къы*лъэм,20
*хьынкIэ,20
А*рэ,20
Iэ*рэ,20
Бе*,20
къыфIы*,20
къабгъэ*,20
фыху*,20
къы*ыжар,20
я*эн,20
*ыхьыр,20
къы*ыкIащ,20
къ*экIар,20
къ*акъэ,20
дызэкъу*,20
къ*кIыжащ,20
*элIэну,20
фI*ым,20
сыпху*,20
сыхущI*,20
укъ*ми,20
къ*экIырт,20
*хамэ,20
къ*кIами,20
къытемы*,20
хуэ*эу,20
декIу*,20
щыгу*,20
*эжарэ,20
сIэщIэ*,20
къы*хуэ,20
къы*хур,20
сте*,20
къы*эжар,20
къы*хъуар,20
къа*ам,20
къ*кIынур,20
къ*хуэу,20
хь*кIэ,20
къ*щIри,20
къыкIуэцI*,20
зезыгъэ*,20
щау*,20
къыхэп*,20
*убыдащ,20
пэп*,20
сыщIэп*,20
хуеп*,20
лъэ*хэм,20
ту*,20
Фы*э,20
химы*,20
къыщI*эри,20
т*ащ,20
дылъ*,20
*эфынут,20
къызэщы*,20
къызэплъ*,20
зес*,20
щIэтIыс*,20
ещ*,20
къэрал*,20
плъ*ым,20
хуеплъ*,20
къ*ыкIауэ,20
Ныбжь*,20
ящхь*,20
епхь*,20
къыщхь*,20
къ*тэн,20
нып*,20
тетIы*,20
ягъэхь*,20
*6,19
*7,19
*9,19
3*,19
я*ын,19
*кIуэтри,19
Щы*кIэ,19
къы*ыу,19
Къы*мэ,19
зэрызэ*р,19
къи*а,19
зи*у,19
зэры*и,19
*бжьэ,19
*ымрэщ,19
Щы*м,19
*агъэкIэ,19
*агъэри,19
*агъэрэ,19
*ыпэр,19
*джэм,19
*упщIу,19
*хъуами,19
*джауэ,19
*шхэ,19
*дзат,19
н*,19
жыжь*,19
зыщиу*,19
я*хэр,19
*ти…,19
*жати,19
*жынут,19
нэ*м,19
зэры*ным,19
зэры*рт,19
те*э,19
Уо*,19
*хщ,19
я*н,19
Къыд*,19
Къыб*,19
зэ*…,19
д*щ,19
ща*кIэ,19
зэра*ар,19
сыщIе*,19
я*акъым,19
ухуи*,19
*фIрэ,19
*тха,19
*пэкIэ,19
*джэгу,19
*тIыс,19
*лъагъури,19
зэрызэ*м,19
зэ*ыр,19
*ауэ…,19
сы*ыну,19
*ейрт,19
*ейуэрэ,19
у*ным,19
къ*хьмэ,19
*жхэм,19
къыт*р,19
къыщы*т,19
я*ти,19
къыщы*щ,19
*ххэ,19
*гъа,19
Уэр*,19
къы*кIри,19
къыбдэ*,19
*гъахуэ,19
зыкъы*ащ,19
*ыжамэ,19
Сы*ар,19
тебгъэ*,19
*гъуэтыр,19
къы*эщ,19
*щIэнкIэ,19
игъэ*щ,19
*ылъ,19
сри*у,19
*ер,19
Iи*,19
къыIэщIи*,19
*хъуми,19
Ю*,19
ды*къэ,19
ЗэщI*,19
*итIымрэ,19
къы*ынт,19
щы*…,19
*къури,19
да*мэ,19
*эщIэм,19
Iу*ри,19
къаIэ*,19
*мыщIу,19
сыщы*кIэ,19
*мэри,19
сыщо*,19
*кIун,19
*кIуадэ,19
къы*ауи,19
нэмыцэ*,19
щхьэхуэ*,19
уазэры*,19
вы*,19
*акъым…,19
Сы*т,19
Къигъэ*,19
къезыгъэ*,19
Здэ*,19
къыс*рэ,19
хьэт*,19
щыщI*кIэ,19
хуит*,19
сатыр*,19
насып*,19
*фрэ,19
къытщIэ*,19
зэрыхи*,19
*эшхуэу,19
пхэ*,19
*тхэмрэ,19
дащы*,19
у*энущ,19
кърамы*,19
бжьа*,19
*гъуейщ,19
зэтес*,19
с*экъым,19
зде*,19
къытес*,19
*па,19
*энми,19
*хукъым,19
*хъунщ,19
*эжами,19
*эщIыж,19
*лъыхьащ,19
*лъыхьри,19
*эжхэр,19
*этар,19
*салъэр,19
*пщIын,19
*хуэж,19
*къуэми,19
*э-тIэ,19
*кIыху,19
*гъуа,19
*щIамкIэ,19
*къхэр,19
*кIуэжу,19
*эншэщ,19
*фIэхэр,19
*ший,19
*щIыжыну,19
*плъэри,19
*плъэну,19
*кIуэхэмрэ,19
*лъымрэ,19
*лэжьэну,19
*жьари,19
*цIыхур,19
*экIэрэ,19
къ*щащ,19
къыху*ым,19
къ*ыгъащ,19
зыкъ*рэ,19
м*ри,19
къ*рщ,19
къ*тэмэ,19
зыкъысху*,19
флъ*,19
мыщI*,19
къ*хъуэну,19
дыкъ*мэ,19
къыщызэщI*,19
къ*ынкIи,19
ирагъэлъ*,19
дыкъилъ*,19
къ*ури,19
къ*ыжыр,19
къ*хэмкIэ,19
Iэпхъу*,19
щыкIу*,19
къ*жьэу,19
къ*тэр,19
фщI*,19
сыкъэкIу*,19
къ*хыурэ,19
къ*науэ,19
мэкъу*,19
Кхъу*,19
Пхъ*,19
пIэщI*,19
къ*т…,19
къэпсэлъ*,19
КIу*,19
къ*эхэри,19
щIэ*ми,19
къэ*эр,19
*шхуэн,19
къы*лъхьа,19
зумыгъэ*,19
къэра*,19
*кIуамэ,19
*цIэу,19
къы*рэт,19
кIуэцIы*,19
гупсысэ*,19
къа*эм,19
Ко*,19
тырку*,19
игъа*,19
къызэу*,19
нэху*,19
дыще*,19
*кIэкIэ,19
ро*,19
зумы*,19
мыгъэ*,19
те*и,19
зэкIуэцIы*,19
кIэ*у,19
уэрэд*,19
теплъэ*,19
укъи*ым,19
фыкъи*,19
сыди*,19
дыIу*,19
Зыкъ*,19
лъи*,19
къы*щIэу,19
къы*хам,19
дэкIуэ*,19
фIэмы*,19
къы*ыжа,19
и*хэр,19
у*хьу,19
Е*э,19
щIэбгъэ*,19
*лIэми,19
къы*эжауэ,19
*хынукъым,19
къ*ыжам,19
зыщI*ри,19
къ*ыт,19
къ*энкъым,19
къызэрысху*,19
къыщI*м,19
къ*жьар,19
къ*къыми,19
*жьахэм,19
къ*лъэм,19
щ*мэ,19
зэлъыIу*,19
Пху*,19
къоу*,19
а*ым,19
идгъэ*,19
*щIыртэкъым,19
*хуэркъым,19
къы*хуауэ,19
*хуэнщ,19
*хуэнур,19
зебгъэ*,19
къы*эхэр,19
*хьэжат,19
къ*фыну,19
къ*гъуэт,19
къ*тащ,19
къ*хьэркъым,19
щI*ат,19
яфI*у,19
ялъ*ым,19
*гъат,19
дызыщI*,19
къыте*къым,19
къихъу*,19
игъэпщ*,19
цIы*щ,19
нэ*э,19
сып*къым,19
сы*эжащ,19
ТIа*,19
зэныкъуэ*,19
яхури*,19
къыслъы*,19
укъ*э,19
къ*ыкIыу,19
къ*кIакъым,19
къ*хыжри,19
къыт*рэ,19
къыплъы*,19
лъэIэ*,19
Илъэ*,19
*жыхукIэ,19
*схьэрт,19
иригъэтIы*,19
зет*,19
зэрыхуэмы*,19
фэзгъэ*,19
тлъагъ*,19
КъыфI*,19
къыс*и,19
яхы*,19
нэхъыщ*,19
укъы*кIэ,19
ерыскъ*,19
къ*тауэ,19
къ*ыжмэ,19
защI*,19
ищI*ым,19
къ*окI,19
зэхищI*,19
къаутI*,19
къ*щIын,19
къ*хуэм,19
лажь*,19
щхь*ри,19
тхь*хэр,19
ирагъэкIу*,19
есхь*,19
ицI*,19
къ*эжыркъым,19
къы*щIым,19
тепсэ*,19
зыкъыс*,19
бгъэды*,19
къ*фын,19
къащхь*,19
къа*ыну,18
у*ыныр,18
*ыжами,18
къызэры*ынур,18
Зэ*ри,18
щызэ*кIэ,18
е*урэ,18
кърегъэ*,18
дэ*ри,18
тхуи*,18
фыс*,18
гу*кIэ,18
Iэпэ*,18
къызэры*щ,18
*псэм,18
*псэр,18
*шхэм,18
*ал,18
*ист,18
*ийр,18
*нэт,18
*жьейр,18
*сынщ,18
*кIури,18
*ыщхьэ,18
*ыбзэр,18
*ь,18
*пщым,18
*цIыхуж,18
*ыкIым,18
*лэжь,18
*лэжьар,18
*хъуэщ,18
*рт…,18
*щ-тIэ,18
*лэщ,18
*шэрэ,18
*ншагъэ,18
*зырт,18
*щэн,18
*кIыжыр,18
щхьэп*,18
*агъэмрэ,18
*ратэкъым,18
*хэркъым,18
зыгъэ*р,18
игъэ*ри,18
Къуажэ*,18
да*щ,18
я*кIэ,18
зэры*уэ,18
нэ*кIэ,18
къэ*хэмрэ,18
игъэ*ащ,18
за*ым,18
*ащэу,18
ды*нущ,18
сы*нущ,18
къы*ным,18
Гуащэ*,18
*пэхэм,18
и*ыр,18
хуэмыгъэ*,18
къри*ащ,18
ири*т,18
къызэтри*,18
хуа*ым,18
зыгъэ*у,18
*кIуэнкIэ,18
сызыте*,18
щэн*,18
зэрымы*р,18
къы*аи,18
къызы*а,18
къыху*мэ,18
*ыжи,18
*ущи,18
къ*укъым,18
ху*а,18
Къы*р,18
дэ*щ,18
къахуэ*у,18
у*ынщ,18
къы*жым,18
*кIуну,18
*шэнщ,18
Хьэ*у,18
хьэ*р,18
*дзыж,18
*хъуэжу,18
*щIыхьыр,18
*ужыну,18
*кIуэдар,18
*кIуэтащ,18
фы*а,18
Ды*а,18
яху*ым,18
ды*нщ,18
*ыфмэ,18
зэ*кIэ,18
*ыртэкъыми,18
Къыщи*,18
сыщIа*,18
зэз*,18
къыт*ыр,18
къыс*ар,18
къы*ыртэкъым,18
зэры*арщ,18
*ахуэ,18
къы*ыжын,18
*мкIэщ,18
Укъыс*,18
Ду*,18
щыIу*,18
*ийм,18
*гъаплъэу,18
къы*ахэри,18
ирау*,18
*щхэм,18
зыхуэбгъэ*,18
б*ым,18
хуэ*ри,18
зэщIэгъэ*,18
Зэ*щ,18
*гъуащэ,18
*схьат,18
*гъэкIыж,18
сы*ркъым,18
къыщIы*ыр,18
Фо*,18
щи*къым,18
лъахъ*,18
дыкъэзы*,18
укъэс*,18
дыф*,18
къыщIэс*,18
зэращI*,18
нэмыс*,18
Жь*,18
зэ*эм,18
ды*экъым,18
зэкIэры*,18
*гъаплъэ,18
*лъыхьын,18
*лъыхьырт,18
*ысхьэну,18
*гъэщ,18
*жьэхэм,18
*пщIи,18
*ныгъэри,18
са*ащ,18
*апэ,18
*хьэнкъым,18
къаригъэ*,18
Зыкъи*,18
къыхуэ*экъым,18
*вар,18
*бей,18
*кIрэ,18
*гэ,18
*кIуэмрэ,18
*эжынщи,18
*эфыркъым,18
*кIуэхэми,18
*хьатэкъым,18
*эрей,18
*Iуну,18
*схьэн,18
*ысри,18
*эгъуахэм,18
*эсын,18
*плъырт,18
*эжынум,18
*экIкIэ,18
*элъу,18
*уным,18
*къуэхэм,18
*Iуар,18
*пIэну,18
*псэри,18
*агъунущ,18
*ыгъэхэр,18
*эншэ,18
*тэжу,18
*эфIу,18
*зэну,18
*шынэ,18
т*а,18
Къытху*,18
къ*хьати,18
къ*хьэнущ,18
къ*хьэми,18
зыкъ*ауэ,18
жь*у,18
укъилъ*,18
щагъэлъ*,18
фI*и,18
ху*хэр,18
къ*акIэщ,18
щI*щи,18
наху*,18
лъ*р,18
зэщI*ауэ,18
къ*лъэри,18
*хуэрщ,18
къ*жар,18
къ*хъум,18
къ*лIэну,18
щI*эм,18
къу*р,18
*адэр,18
къ*хат,18
къ*плъэ,18
сфI*у,18
къыкIэр*,18
солъ*,18
топ*,18
къ*плъ,18
къызыфI*,18
къы*жыну,18
къэ*эм,18
зригъэу*,18
къа*хьащ,18
у*хьэ,18
*эду,18
Имы*,18
ЗэщIэ*,18
дыщэ*,18
зэхы*,18
къэ*эну,18
думыгъэ*,18
сызыщIэ*,18
*лъырщ,18
зи*къым,18
зы*эм,18
быда*,18
пIы*,18
шына*,18
тегушхуэ*,18
Къытхуэ*,18
Къри*,18
у*экъым,18
*лъэнущ,18
къы*щIащ,18
*пщIри,18
дызэре*,18
Хьэ*э,18
къы*эжыну,18
ябгъэ*,18
щыжы*,18
къы*лъыр,18
*фIа,18
*лIэжыну,18
*лъынур,18
*хьэнт,18
игъэу*,18
ухущI*,18
къыдэкIу*,18
къыщ*у,18
у*эныр,18
къ*экIыну,18
*ыххакъым,18
къ*кIынущ,18
къ*энутэкъым,18
дэщI*,18
*Iэри,18
щы*экIэ,18
гъэ*у,18
къы*лъу,18
зыхуэзгъэ*,18
къэунэ*,18
къы*хьырт,18
*мыхьэ,18
къы*хъуэ,18
*ыжырти,18
*пщIкIэ,18
*къуэну,18
щIэ*хэр,18
*лъхьэрт,18
игъэхьэ*,18
*эдэн,18
*лъхьэнур,18
къыпфIэ*,18
*щIэжауэ,18
къы*энум,18
*ыфар,18
*ыкIрэ,18
*ыхьмэ,18
къ*шауэ,18
*хьыныр,18
*эхуа,18
къыдигъэ*,18
утемы*,18
егъэджа*,18
иригъэ*ым,18
къехуэ*,18
сип*,18
зы*эжащ,18
щхьэу*,18
п*эм,18
срихьэ*,18
емып*,18
зы*хэмрэ,18
щIына*,18
зэщIигъэ*,18
*сынущ,18
сыкъ*ху,18
зы*ыжащ,18
къа*эри,18
сыщри*,18
къысщхьэ*,18
къып*ым,18
яIу*,18
ахъ*,18
сыщыщIэ*,18
къэсщ*,18
къызэпа*,18
зэхэп*,18
п*эу,18
къыIэры*,18
щIэслъ*,18
итIыс*,18
щыс*ым,18
зэщхь*,18
къызэпи*,18
и*эрт,18
пэлъэ*,18
упщI*,18
дэтI*,18
трищI*,18
къ*энум,18
къызэрилъ*,18
къ*щIмэ,18
дыкъ*ым,18
мафI*,18
Iуплъ*,18
къэхут*,18
тхь*хэм,18
тхь*щ,18
хь*ыр,18
екIуэлI*,18
кIу*ым,18
езыхь*,18
епсэлъ*,18
зэхуахь*,18
зэхуихь*,18
къыдихь*,18
укъ*эу,18
*зырауэ,18
къы*хьэрт,18
къехьэ*,18
сеу*,18
т*эу,18
къ*эгъуа,18
къитIы*,18
Щ*у,18
Хъан*,17
*4,17
*5,17
*8,17
зэхэу*,17
зэ*ырт,17
*ыгъуи,17
Сы*ауэ,17
емы*у,17
зэ*ж,17
зэ*эн,17
Зыс*,17
зэрызэры*,17
къыппэ*,17
гу*рэ,17
щедгъэ*,17
*ийрэ,17
*ырым,17
*гъэрэ,17
*щхэр,17
*лIи,17
*лIщ,17
*кIэхэр,17
*сыху,17
*кIур,17
*ищрэ,17
*бийрэ,17
*укIын,17
*жэр,17
*пщыр,17
*щэр,17
*арт,17
*гъэс,17
*хъухэр,17
*ыдзэ,17
*ыхум,17
*самэ,17
*сыжа,17
Ан*,17
Вагъуэ*,17
*агъэу,17
*эгъуу,17
фIэ*т,17
ягъэ*рт,17
мини*,17
къахо*,17
и*ти,17
сы*ж,17
щемы*,17
авто*,17
*агъыу,17
фыщIэ*,17
зэра*у,17
*куу,17
щумы*,17
щIа*щ,17
щыхуи*,17
ды*эм,17
дэ*э,17
щегъэ*,17
*Iыгъ,17
*бауэ,17
Е*ым,17
я*щIэ,17
къы*ыфу,17
къыщ*м,17
у*ыу,17
къытху*щ,17
зд*,17
*ыххэ,17
би*,17
къыт*хэр,17
*ыжащи,17
къ*тэкъэ,17
у*ырт,17
*жыф,17
къы*щ…,17
щы*ат,17
Ныб*,17
*сэн,17
*щIэжын,17
*зых,17
ды*хэм,17
*тыж,17
*уэну,17
*хьэжыркъым,17
*атэкъыми,17
И*къым,17
*хэурэ,17
*гъэхэм,17
ды*акъым,17
*укIар,17
къы*ахэщ,17
е*мэ,17
мед*,17
Тэ*,17
къу*т,17
угу*,17
*иблым,17
къыфIи*,17
къиз*,17
Хуи*,17
*хэра,17
*ыжхэр,17
сыкъыху*,17
Би*,17
иде*,17
къы*ри…,17
*ыфыртэкъым,17
щIэ*ауэ,17
*щыну,17
дыкъы*ри,17
сыщы*м,17
хуегъэ*,17
къызэ*рт,17
*кур,17
*дэкI,17
*фIыкI,17
*ыпащ,17
Нарт*,17
сазэры*,17
зыхуэ*у,17
Т*щ,17
къыт*рт,17
фэрыщI*,17
лIыхъужь*,17
къэкI*,17
зэрищI*,17
щIыIэ*,17
лэжьыгъэ*,17
А*у,17
5*,17
къызэрыхуа*,17
*кIыф,17
ны*э,17
къомы*,17
*ысхьат,17
*ыгъуэмрэ,17
ири*экъым,17
*пIэхэмрэ,17
укIэлъы*,17
*эщIыр,17
къыщызы*,17
И*кIэ,17
*мэрэ,17
*эуэ,17
*защIэ,17
*фым,17
*асэ,17
*щIагъуэу,17
*фIэри,17
*кIуэжын,17
*псэлъыхь,17
*зэн,17
*шха,17
*тэж,17
*кIуэжым,17
*Iуэху,17
*ых,17
*агъухэм,17
*эщIауэ,17
*щIэщи,17
*салъэри,17
*эхащ,17
*къуэрэ,17
*эIуа,17
*жьати,17
*шыж,17
*еяр,17
*бжь,17
*гъащIэр,17
*щIэжа,17
*апэу,17
*хужыну,17
хущ*,17
*цI,17
*тымрэ,17
Iэщэ*,17
*фIэхэм,17
*гуфIэ,17
*экIамэ,17
*эIур,17
*утIыпщ,17
*кIуами,17
*фIэрэ,17
*рэ…,17
*сари,17
*фIыкIыу,17
къ*ынуи,17
зэщI*рт,17
зэщI*щ,17
зыкъ*т,17
сыкъ*…,17
къ*мэ-щэ,17
къ*ыжурэ,17
къ*мэ…,17
къ*ынырщ,17
щI*ну,17
къызэрыпху*,17
къ*лъауэ,17
зэрыIэщI*,17
ищI*къым,17
къыткIэлъ*,17
сызэрымы*,17
тригъэкIу*,17
илъ*…,17
*хуэхэмрэ,17
къ*хун,17
къ*щIэмэ,17
кърат*,17
къ*лъэгъуа,17
зыгъэкIу*,17
хэтI*,17
кIу*къым,17
къ*ынутэкъым,17
къ*шу,17
къ*хам,17
урихь*,17
Къэрэ*,17
садэ*,17
щIэ*мэ,17
хэ*э,17
*ысхьэрт,17
жэмы*,17
къуршы*,17
бгъуры*,17
япэщIэ*,17
ды*эну,17
сыкъыдэ*,17
Гу*у,17
*хъэщ,17
пэмы*,17
ягъа*,17
а*ыр,17
*тэми,17
уадэ*,17
ущымы*,17
щIри*,17
джэды*,17
дакъы*,17
тед*,17
Насып*,17
яIэры*,17
*лъафэ,17
зэщхьэ*,17
сыщхьэ*,17
ущIе*,17
къыда*ым,17
лъага*,17
Сри*,17
сыкъра*,17
Жыг*,17
къызэрыгъэ*,17
фIэкIуэ*,17
*хъумэну,17
фIэ*къым,17
*зыращ,17
зэрыщIа*,17
къы*лIэ,17
зы*жырт,17
къызды*,17
къажьэ*,17
*элIэри,17
къы*щIэр,17
*щытыр,17
*лъати,17
за*щ,17
щаху*,17
*энырт,17
Ху*ым,17
*Iун,17
*лIэжа,17
къ*нщи,17
*хьырти,17
къ*щIэм,17
дрихь*,17
Х*,17
къ*жь,17
пыч*,17
къ*экIауэ,17
къ*гъуэ,17
къ*Iакъым,17
къыгурыIуэ*,17
лъэу*,17
гу*и,17
лъаб*,17
урихьэ*,17
А*ым,17
ущри*,17
укъыздэ*,17
ягъэхьэ*,17
укъы*ар,17
къы*тэм,17
къы*жын,17
фы*рэ,17
фы*ым,17
зэпэщIэ*,17
*эщIар,17
сы*эм,17
*дэжащ,17
зыкъезгъэ*,17
*уртэкъым,17
*ыжкIэ,17
зэры*хуэр,17
Къы*ар,17
зэрыхь*,17
Маху*,17
илъэс*,17
щI*къэ,17
КъысфI*,17
Iу*щ,17
яфI*щ,17
укъ*амэ,17
бе*,17
сыт*,17
къысщIэ*,17
къытет*,17
Укъи*,17
къытеп*,17
Къа*у,17
гъуэжь*,17
*гъэзэну,17
зип*,17
къу*м,17
сыщымы*,17
бзы*,17
зэреп*,17
Къеп*,17
Зэп*,17
еп*къым,17
лъэ*ми,17
зэрихъу*,17
зыхъу*,17
Iэгу*,17
*эжынкъым,17
зыкъигъэ*,17
ехъулIэ*,17
сыкъ*э,17
сыкъ*эу,17
лъэ*ри,17
я*эри,17
тегу*,17
*жкIэ,17
*эну…,17
т*мэ,17
сытIы*,17
къыткIэлъы*,17
*ункIэ,17
*унукъым,17
у*энукъым,17
къыздри*,17
къызэралъ*,17
далъ*,17
укъалъ*,17
Мып*,17
Т*ым,17
чэнджэщ*,17
дызыгъэ*,17
пэ*ым,17
п*эр,17
зыхэп*,17
къыхагъэ*,17
къ*нэу,17
шхын*,17
Ялъ*,17
яфI*т,17
хуэсщI*,17
зэплъ*,17
сутI*,17
сытI*,17
сфI*щ,17
къ*акIэ,17
езгъэлъ*,17
хь*р,17
хь*т,17
къызэрекIу*,17
*гъуэхэр,17
къ*арщ,17
къ*энут,17
къ*эжыртэкъым,17
*зыра,17
щ*эр,17
Хъыбар*,17
сыкъи*ым,17
къып*эу,17
зэрыIэ*,17
къыщIэу*,17
шынэхъ*,17
дызэрыцI*,17
*-м,16
щыди*,16
с*рэ,16
щIы*ым,16
Ды*мэ,16
се*у,16
Зы*а,16
ща*у,16
къыбда*,16
къызэ*а,16
щIы*щ,16
*агърэ,16
игъэ*урэ,16
са*т,16
узы*р,16
*икI,16
*тIэм,16
*хэмкIэщ,16
*ейрщ,16
*ие,16
*лей,16
*лъапIэ,16
*гъашэ,16
*мыр,16
*щIэрщ,16
*гъэхьэ,16
*къурт,16
*хъыр,16
*бгъэ,16
*ыщIэр,16
*тхауэ,16
*ыIуэу,16
*жэм,16
*джэрий,16
*ям,16
*ыхури,16
*щ.,16
*упщIыну,16
*тIэу,16
*хьэхэри,16
р*,16
хуаб*,16
зэхих*,16
ущы*ым,16
ягъэ*т,16
мази*,16
те*ри,16
*нухэр,16
*ншэхэр,16
и*ар,16
нэ*р,16
*ынти,16
*лъэтри,16
Къэ*у,16
Iэ*ыр,16
къыщы*р,16
къызэры*мкIэ,16
дызэ*ри,16
къызы*хэм,16
зыхуэз*,16
Зыгъэ*,16
щыгъэ*,16
ира*у,16
си*у,16
я*ат,16
з*ым,16
сыв*,16
*тIысхьэу,16
*хмэ,16
Сы*м,16
къигъэу*,16
аб*,16
*жей,16
уезгъэ*,16
се*и,16
къыд*у,16
щ*ам,16
къыст*,16
къыт*хэм,16
щI*ын,16
къ*Iа,16
къ*ахэмрэ,16
ху*урэ,16
ху*акъым,16
*фIауэ,16
зы*мрэ,16
къысхуэ*у,16
*жьырщ,16
бжесIэ*,16
*тэкъым…,16
Егъэ*,16
ды*уэ,16
*хъуэжащ,16
Хьэ*м,16
*ыфым,16
у*эт,16
*ынумрэ,16
*щIыхьар,16
*уэн,16
ху*ыну,16
къысху*ащ,16
*ыжыф,16
дызэры*м,16
къы*кIуэу,16
къы*ынщи,16
*кIуэкIыу,16
дыкъы*ар,16
укъы*э,16
*ынрэ,16
*щэну,16
*увэн,16
щ*ауэ,16
мы*и,16
къыжьэди*,16
къызэзы*,16
у*ынущ,16
сыщы*къым,16
акъылы*,16
*атэкъэ,16
Хуэмы*,16
къэ*ахэм,16
*ыжтэкъым,16
зэпкъ*,16
къыпкIэ*,16
*плъэн,16
*ищэрэ,16
дыкъызэры*,16
зэры*кIэ,16
зыхуэс*,16
Хьэ*хэр,16
кIэщIэ*,16
*щIэхэмкIэ,16
къриу*,16
зыкъе*,16
*щIынкIэ,16
яхуэ*щ,16
уригъэ*,16
*лъхьэмэ,16
Къызы*,16
*лъэфащ,16
зы*щIэу,16
зыщыс*,16
ф*щ,16
зыгъэ*хэм,16
къызэрыф*,16
у*ыж,16
Iу*у,16
жэщ*,16
гъущI*,16
лэжь*щ,16
Хьэт*,16
алыдж*,16
егупсыс*,16
икI*,16
*тхащ,16
жагъуэ*,16
гъунэгъу*,16
щы*экъым,16
тынш*,16
*хуэурэ,16
зэрылъэ*,16
щIэзгъэ*,16
къыжьэдэ*,16
Фыкъы*,16
*этыж,16
у*эж,16
зылъэ*,16
*ыжми,16
улъэ*,16
П*р,16
Узэ*,16
*эщIри,16
*эщIым,16
къа*ху,16
иу*ым,16
*ят,16
кърагъэ*ым,16
зыкъыщи*,16
фри*,16
*гъэн,16
*кIахэр,16
*жьащи,16
*еям,16
*щIымрэ,16
*экъу,16
*лажьэм,16
*лIэжу,16
*эныгъэ,16
*ва,16
*псри,16
*лъыхьурэ,16
*кIыжыркъым,16
*ысыр,16
*экIхэм,16
*Iыгъыу,16
*ыхьэу,16
*сынкIэ,16
*гъуэтыж,16
*эфри,16
*эсыр,16
*хьэлIащ,16
*тынур,16
*лъэкIащ,16
*пщIат,16
*ысауэ,16
*бжьауэ,16
*кIэн,16
*щтэн,16
*къи,16
*гъри,16
*лъагъуми,16
*плъэрт,16
*еякъым,16
*лъэщын,16
*гузавэ,16
*кIуэжыну,16
*экIынкIэ,16
*абзэу,16
